"delta","S","v_star"
0.4,176,-1.9381495689179
0.4,177,-1.93817184196395
0.4,178,-1.93819386432582
0.4,179,-1.93821564021196
0.4,180,-1.93823717373718
0.4,181,-1.9382584689252
0.4,182,-1.93827952971114
0.4,183,-1.93830035994398
0.4,184,-1.9383209633889
0.4,185,-1.93834134372951
0.4,186,-1.93836150457011
0.4,187,-1.93838144943775
0.4,188,-1.93840118178434
0.4,189,-1.9384207049886
0.4,190,-1.93844002235801
0.4,191,-1.93845913713069
0.4,192,-1.93847805247717
0.4,193,-1.93849677150218
0.4,194,-1.93851529724634
0.4,195,-1.9385336326878
0.4,196,-1.93855178074383
0.4,197,-1.93856974427238
0.4,198,-1.93858752607358
0.4,199,-1.9386051288912
0.4,200,-1.93862255541403
0.41,2,-1.37774501353116
0.41,3,-1.57830975214649
0.41,4,-1.66174896078723
0.41,5,-1.70778442468031
0.41,6,-1.73701724404922
0.41,7,-1.75724348965453
0.41,8,-1.7720754048215
0.41,9,-1.78341636356727
0.41,10,-1.79237412640474
0.41,11,-1.79963021379745
0.41,12,-1.8056170991389
0.41,13,-1.81065663965139
0.41,14,-1.81494165621754
0.41,15,-1.81864387101793
0.41,16,-1.82186519893076
0.41,17,-1.8246949233936
0.41,18,-1.82720495572215
0.41,19,-1.82944653181807
0.41,20,-1.83145347332166
0.41,21,-1.83326412926566
0.41,22,-1.83490792165227
0.41,23,-1.83640688798179
0.41,24,-1.83777935068193
0.41,25,-1.83904066795724
0.41,26,-1.84020285460918
0.41,27,-1.84127382541148
0.41,28,-1.84226747650322
0.41,29,-1.84319188648885
0.41,30,-1.84405404677151
0.41,31,-1.84486003843813
0.41,32,-1.84561517570759
0.41,33,-1.84632412308897
0.41,34,-1.8469909917032
0.41,35,-1.84761941896605
0.41,36,-1.84821263489114
0.41,37,-1.84877351756225
0.41,38,-1.84930463978386
0.41,39,-1.84980830850418
0.41,40,-1.85028529671938
0.41,41,-1.85073801754794
0.41,42,-1.85116902559122
0.41,43,-1.85157984605784
0.41,44,-1.85197186459566
0.41,45,-1.85234634289532
0.41,46,-1.85270443224631
0.41,47,-1.85304718535236
0.41,48,-1.85337556666146
0.41,49,-1.85369046142373
0.41,50,-1.85399268365636
0.41,51,-1.85428298316633
0.41,52,-1.85456205175849
0.41,53,-1.85483052873707
0.41,54,-1.8550890057928
0.41,55,-1.85533803135402
0.41,56,-1.85557811446942
0.41,57,-1.85580972827987
0.41,58,-1.85603331312943
0.41,59,-1.85624927935845
0.41,60,-1.85645800981598
0.41,61,-1.85665986212397
0.41,62,-1.85685517072127
0.41,63,-1.8570442487121
0.41,64,-1.85722738954049
0.41,65,-1.85740486850941
0.41,66,-1.85757694416122
0.41,67,-1.85774385953393
0.41,68,-1.85790584330624
0.41,69,-1.85806311084243
0.41,70,-1.85821586514748
0.41,71,-1.85836429774104
0.41,72,-1.85850858945831
0.41,73,-1.85864891118483
0.41,74,-1.85878542453145
0.41,75,-1.85891828245509
0.41,76,-1.85904762983032
0.41,77,-1.8591736039762
0.41,78,-1.8592963351425
0.41,79,-1.85941594695875
0.41,80,-1.85953255684962
0.41,81,-1.8596462764193
0.41,82,-1.85975721180774
0.41,83,-1.85986546402098
0.41,84,-1.85997112923785
0.41,85,-1.86007397214978
0.41,86,-1.86017429086134
0.41,87,-1.86027229539919
0.41,88,-1.86036806492297
0.41,89,-1.86046167502281
0.41,90,-1.86055319791826
0.41,91,-1.86064270264407
0.41,92,-1.86073025522386
0.41,93,-1.86081591883248
0.41,94,-1.86089975394806
0.41,95,-1.86098181849434
0.41,96,-1.8610621679741
0.41,97,-1.8611408555944
0.41,98,-1.86121793238398
0.41,99,-1.86129344730367
0.41,100,-1.86136744735002
0.41,101,-1.86143997765289
0.41,102,-1.86151108156718
0.41,103,-1.86158080075925
0.41,104,-1.86164917528832
0.41,105,-1.86171624368322
0.41,106,-1.86178204301481
0.41,107,-1.86184660896422
0.41,108,-1.86190997588746
0.41,109,-1.86197217687631
0.41,110,-1.86203324381592
0.41,111,-1.86209320743939
0.41,112,-1.86215209737926
0.41,113,-1.86220994221635
0.41,114,-1.86226676952605
0.41,115,-1.86232260592209
0.41,116,-1.86237747709813
0.41,117,-1.86243140786716
0.41,118,-1.86248442219896
0.41,119,-1.86253654325552
0.41,120,-1.86258779342489
0.41,121,-1.86263819435317
0.41,122,-1.862687766975
0.41,123,-1.86273653154257
0.41,124,-1.86278450765321
0.41,125,-1.86283171427561
0.41,126,-1.86287816977485
0.41,127,-1.86292389193623
0.41,128,-1.86296889798796
0.41,129,-1.86301320462277
0.41,130,-1.86305682801862
0.41,131,-1.86309978385832
0.41,132,-1.8631420873484
0.41,133,-1.86318375323698
0.41,134,-1.86322479583097
0.41,135,-1.86326522901244
0.41,136,-1.86330506625423
0.41,137,-1.86334432063498
0.41,138,-1.86338300485339
0.41,139,-1.86342113124196
0.41,140,-1.86345871178006
0.41,141,-1.86349575810649
0.41,142,-1.86353228153152
0.41,143,-1.86356829304837
0.41,144,-1.86360380334426
0.41,145,-1.86363882281097
0.41,146,-1.86367336155499
0.41,147,-1.86370742940725
0.41,148,-1.86374103593242
0.41,149,-1.8637741904379
0.41,150,-1.86380690198237
0.41,151,-1.86383917938409
0.41,152,-1.86387103122879
0.41,153,-1.86390246587728
0.41,154,-1.8639334914728
0.41,155,-1.86396411594803
0.41,156,-1.86399434703185
0.41,157,-1.86402419225584
0.41,158,-1.86405365896055
0.41,159,-1.86408275430152
0.41,160,-1.86411148525505
0.41,161,-1.8641398586238
0.41,162,-1.86416788104213
0.41,163,-1.86419555898132
0.41,164,-1.86422289875451
0.41,165,-1.8642499065215
0.41,166,-1.86427658829341
0.41,167,-1.86430294993712
0.41,168,-1.86432899717956
0.41,169,-1.86435473561188
0.41,170,-1.86438017069342
0.41,171,-1.86440530775561
0.41,172,-1.86443015200566
0.41,173,-1.86445470853019
0.41,174,-1.86447898229867
0.41,175,-1.86450297816678
0.41,176,-1.86452670087966
0.41,177,-1.86455015507504
0.41,178,-1.86457334528624
0.41,179,-1.86459627594512
0.41,180,-1.86461895138487
0.41,181,-1.86464137584276
0.41,182,-1.86466355346281
0.41,183,-1.86468548829827
0.41,184,-1.86470718431415
0.41,185,-1.86472864538959
0.41,186,-1.86474987532016
0.41,187,-1.86477087782013
0.41,188,-1.86479165652459
0.41,189,-1.86481221499159
0.41,190,-1.86483255670416
0.41,191,-1.86485268507225
0.41,192,-1.86487260343466
0.41,193,-1.86489231506092
0.41,194,-1.86491182315298
0.41,195,-1.86493113084706
0.41,196,-1.86495024121526
0.41,197,-1.86496915726718
0.41,198,-1.86498788195157
0.41,199,-1.86500641815778
0.41,200,-1.86502476871731
0.42,2,-1.27351500924554
0.42,3,-1.49014644673423
0.42,4,-1.57927418607833
0.42,5,-1.62822893955182
0.42,6,-1.65924471771982
0.42,7,-1.68066881381944
0.42,8,-1.69635646051092
0.42,9,-1.7083515812991
0.42,10,-1.71781462742538
0.42,11,-1.72547204703105
0.42,12,-1.73180127941396
0.42,13,-1.7371135815765
0.42,14,-1.74164174147288
0.42,15,-1.74554086342313
0.42,16,-1.74894323464761
0.42,17,-1.75192820148054
0.42,18,-1.75457112161869
0.42,19,-1.75693133236389
0.42,20,-1.75905185477265
0.42,21,-1.76096264852739
0.42,22,-1.76269306804285
0.42,23,-1.7642710069226
0.42,24,-1.76571575745635
0.42,25,-1.7670434907582
0.42,26,-1.76826786313079
0.42,27,-1.76940048641485
0.42,28,-1.77044913794136
0.42,29,-1.77142203004004
0.42,30,-1.77232939872292
0.42,31,-1.77317764547657
0.42,32,-1.77397236447072
0.42,33,-1.77471846589861
0.42,34,-1.77542027738151
0.42,35,-1.77608162785652
0.42,36,-1.77670591737838
0.42,37,-1.77729617551885
0.42,38,-1.77785511047876
0.42,39,-1.77838515059102
0.42,40,-1.77888847955494
0.42,41,-1.7793670664794
0.42,42,-1.77982269160536
0.42,43,-1.7802557757397
0.42,44,-1.7806682505441
0.42,45,-1.7810622678283
0.42,46,-1.78143903919634
0.42,47,-1.7817996724945
0.42,48,-1.78214518268379
0.42,49,-1.78247650137352
0.42,50,-1.78279448520442
0.42,51,-1.78309992324004
0.42,52,-1.78339354350077
0.42,53,-1.78367601875412
0.42,54,-1.78394797165824
0.42,55,-1.78420997934152
0.42,56,-1.78446257748893
0.42,57,-1.78470626399608
0.42,58,-1.78494150224343
0.42,59,-1.78516872403587
0.42,60,-1.78538833224693
0.42,61,-1.78560070320173
0.42,62,-1.78580618882813
0.42,63,-1.7860051186022
0.42,64,-1.78619780131034
0.42,65,-1.78638452664812
0.42,66,-1.78656556667307
0.42,67,-1.78674117712681
0.42,68,-1.78691159864002
0.42,69,-1.7870770578322
0.42,70,-1.78723776831671
0.42,71,-1.78739393162065
0.42,72,-1.78754573802761
0.42,73,-1.78769336735097
0.42,74,-1.78783698964425
0.42,75,-1.78797676585436
0.42,76,-1.78811284842312
0.42,77,-1.78824538184169
0.42,78,-1.7883745031622
0.42,79,-1.78850034247044
0.42,80,-1.78862302332281
0.42,81,-1.78874266315096
0.42,82,-1.78885937363662
0.42,83,-1.78897326105922
0.42,84,-1.78908442661865
0.42,85,-1.78919296673512
0.42,86,-1.78929897332804
0.42,87,-1.78940253407559
0.42,88,-1.78950373265654
0.42,89,-1.7896026489757
0.42,90,-1.78969935937431
0.42,91,-1.78979393682649
0.42,92,-1.78988645112286
0.42,93,-1.78997696904225
0.42,94,-1.7900652595859
0.42,95,-1.79015158389696
0.42,96,-1.7902361040099
0.42,97,-1.79031887589995
0.42,98,-1.79039995325066
0.42,99,-1.7904793875699
0.42,100,-1.79055722829903
0.42,101,-1.79063352291548
0.42,102,-1.79070831702932
0.42,103,-1.79078165447414
0.42,104,-1.79085357739274
0.42,105,-1.79092412631785
0.42,106,-1.79099334024829
0.42,107,-1.79106125672086
0.42,108,-1.79112791187822
0.42,109,-1.79119334053299
0.42,110,-1.79125757622841
0.42,111,-1.79132065129562
0.42,112,-1.79138259690798
0.42,113,-1.79144344313238
0.42,114,-1.79150321897794
0.42,115,-1.79156195244208
0.42,116,-1.79161967055429
0.42,117,-1.79167639941756
0.42,118,-1.79173216424774
0.42,119,-1.79178698941093
0.42,120,-1.79184089845898
0.42,121,-1.79189391416319
0.42,122,-1.79194605854639
0.42,123,-1.79199735291348
0.42,124,-1.79204781788038
0.42,125,-1.7920974734017
0.42,126,-1.79214633879705
0.42,127,-1.79219443277607
0.42,128,-1.79224177346235
0.42,129,-1.79228837841614
0.42,130,-1.79233426465614
0.42,131,-1.79237944868018
0.42,132,-1.79242394648499
0.42,133,-1.79246777358508
0.42,134,-1.79251094503079
0.42,135,-1.79255347542553
0.42,136,-1.79259537894221
0.42,137,-1.79263666933902
0.42,138,-1.79267735997446
0.42,139,-1.79271746382179
0.42,140,-1.79275699348279
0.42,141,-1.79279596120094
0.42,142,-1.79283437887412
0.42,143,-1.79287225806666
0.42,144,-1.79290961002101
0.42,145,-1.7929464456688
0.42,146,-1.79298277564154
0.42,147,-1.79301861028083
0.42,148,-1.79305395964823
0.42,149,-1.79308883353459
0.42,150,-1.79312324146915
0.42,151,-1.79315719272821
0.42,152,-1.79319069634346
0.42,153,-1.79322376111001
0.42,154,-1.79325639559403
0.42,155,-1.79328860814023
0.42,156,-1.79332040687892
0.42,157,-1.79335179973283
0.42,158,-1.79338279442378
0.42,159,-1.7934133984789
0.42,160,-1.79344361923683
0.42,161,-1.79347346385349
0.42,162,-1.7935029393078
0.42,163,-1.79353205240709
0.42,164,-1.79356080979235
0.42,165,-1.79358921794326
0.42,166,-1.79361728318308
0.42,167,-1.79364501168336
0.42,168,-1.79367240946839
0.42,169,-1.79369948241966
0.42,170,-1.79372623627999
0.42,171,-1.79375267665764
0.42,172,-1.7937788090302
0.42,173,-1.79380463874839
0.42,174,-1.79383017103972
0.42,175,-1.79385541101197
0.42,176,-1.79388036365665
0.42,177,-1.79390503385229
0.42,178,-1.79392942636756
0.42,179,-1.79395354586442
0.42,180,-1.79397739690103
0.42,181,-1.79400098393465
0.42,182,-1.79402431132442
0.42,183,-1.79404738333403
0.42,184,-1.79407020413432
0.42,185,-1.79409277780582
0.42,186,-1.79411510834113
0.42,187,-1.79413719964733
0.42,188,-1.79415905554823
0.42,189,-1.79418067978658
0.42,190,-1.79420207602618
0.42,191,-1.79422324785403
0.42,192,-1.79424419878222
0.42,193,-1.79426493224999
0.42,194,-1.79428545162552
0.42,195,-1.7943057602078
0.42,196,-1.79432586122837
0.42,197,-1.79434575785309
0.42,198,-1.79436545318373
0.42,199,-1.79438495025962
0.42,200,-1.79440425205923
0.43,2,-1.17097718263334
0.43,3,-1.40438735490829
0.43,4,-1.49938570796999
0.43,5,-1.55132867201218
0.43,6,-1.58415077173695
0.43,7,-1.60679347973009
0.43,8,-1.62336060473219
0.43,9,-1.63601109213925
0.43,10,-1.64598891125201
0.43,11,-1.65406050844289
0.43,12,-1.6607296881246
0.43,13,-1.66632101964944
0.43,14,-1.67109002690805
0.43,15,-1.67519302047072
0.43,16,-1.6787731710058
0.43,17,-1.68191430852167
0.43,18,-1.68469474735069
0.43,19,-1.68717769529743
0.43,20,-1.68940842818553
0.43,21,-1.69141628878301
0.43,22,-1.69323631411433
0.43,23,-1.69489592592932
0.43,24,-1.69641542316856
0.43,25,-1.69781182049628
0.43,26,-1.69909948635815
0.43,27,-1.7002892062929
0.43,28,-1.70138887488858
0.43,29,-1.70241188844196
0.43,30,-1.70336598882533
0.43,31,-1.70425790972604
0.43,32,-1.70509353552858
0.43,33,-1.70587803107814
0.43,34,-1.70661594836513
0.43,35,-1.70731131478036
0.43,36,-1.70796770655022
0.43,37,-1.70858831017525
0.43,38,-1.7091759740976
0.43,39,-1.70973325236301
0.43,40,-1.71026118702924
0.43,41,-1.71076195823021
0.43,42,-1.71123870552408
0.43,43,-1.71169311684213
0.43,44,-1.71212672563784
0.43,45,-1.71254092816046
0.43,46,-1.71293699846191
0.43,47,-1.71331610147649
0.43,48,-1.71367930445602
0.43,49,-1.71402758699669
0.43,50,-1.71436184985584
0.43,51,-1.71468292272572
0.43,52,-1.71499157110529
0.43,53,-1.7152885023899
0.43,54,-1.71557437128073
0.43,55,-1.71584978460099
0.43,56,-1.71611530559347
0.43,57,-1.71637145776332
0.43,58,-1.71661872832141
0.43,59,-1.71685757127573
0.43,60,-1.7170884102121
0.43,61,-1.71731164080014
0.43,62,-1.71752763305548
0.43,63,-1.71773673338558
0.43,64,-1.71793926644286
0.43,65,-1.71813553680591
0.43,66,-1.71832583050732
0.43,67,-1.71851041642391
0.43,68,-1.71868954754391
0.43,69,-1.71886346212336
0.43,70,-1.71903238474303
0.43,71,-1.71919652727561
0.43,72,-1.71935608977199
0.43,73,-1.71951126127437
0.43,74,-1.71966222056317
0.43,75,-1.71980913684401
0.43,76,-1.71995217038012
0.43,77,-1.72009104890478
0.43,78,-1.72022613594753
0.43,79,-1.72035778947779
0.43,80,-1.72048613874972
0.43,81,-1.72061130661055
0.43,82,-1.72073340989271
0.43,83,-1.72085255977747
0.43,84,-1.7209688621325
0.43,85,-1.72108241782557
0.43,86,-1.72119332301626
0.43,87,-1.72130166942744
0.43,88,-1.72140754459828
0.43,89,-1.72151103212004
0.43,90,-1.72161221185616
0.43,91,-1.72171116014776
0.43,92,-1.72180795000569
0.43,93,-1.72190265129017
0.43,94,-1.72199533087894
0.43,95,-1.72208605282468
0.43,96,-1.72217487850266
0.43,97,-1.72226186674917
0.43,98,-1.72234707399146
0.43,99,-1.72243055436979
0.43,100,-1.7225123598521
0.43,101,-1.72259254034193
0.43,102,-1.72267114377986
0.43,103,-1.72274821623912
0.43,104,-1.72282380201561
0.43,105,-1.72289794371281
0.43,106,-1.72297068232181
0.43,107,-1.72304205729686
0.43,108,-1.72311210662679
0.43,109,-1.72318086690234
0.43,110,-1.72324837337993
0.43,111,-1.72331466004193
0.43,112,-1.72337975965368
0.43,113,-1.7234437038175
0.43,114,-1.72350652302382
0.43,115,-1.72356824669966
0.43,116,-1.72362890325461
0.43,117,-1.7236885201244
0.43,118,-1.72374712381226
0.43,119,-1.72380473992824
0.43,120,-1.72386139322649
0.43,121,-1.72391710764076
0.43,122,-1.72397190631803
0.43,123,-1.72402581165066
0.43,124,-1.72407884530685
0.43,125,-1.72413102825966
0.43,126,-1.72418238081472
0.43,127,-1.72423292263652
0.43,128,-1.72428267277352
0.43,129,-1.72433164968212
0.43,130,-1.72437987124945
0.43,131,-1.72442735481517
0.43,132,-1.72447411719224
0.43,133,-1.72452017468678
0.43,134,-1.72456554311701
0.43,135,-1.7246102378314
0.43,136,-1.72465427372593
0.43,137,-1.72469766526066
0.43,138,-1.72474042647559
0.43,139,-1.72478257100576
0.43,140,-1.72482411209575
0.43,141,-1.7248650626136
0.43,142,-1.72490543506405
0.43,143,-1.7249452416013
0.43,144,-1.72498449404117
0.43,145,-1.72502320387284
0.43,146,-1.72506138227005
0.43,147,-1.72509904010181
0.43,148,-1.72513618794278
0.43,149,-1.72517283608311
0.43,150,-1.72520899453798
0.43,151,-1.72524467305672
0.43,152,-1.72527988113157
0.43,153,-1.72531462800607
0.43,154,-1.72534892268319
0.43,155,-1.72538277393311
0.43,156,-1.72541619030067
0.43,157,-1.72544918011254
0.43,158,-1.7254817514842
0.43,159,-1.72551391232656
0.43,160,-1.72554567035235
0.43,161,-1.72557703308232
0.43,162,-1.72560800785114
0.43,163,-1.72563860181316
0.43,164,-1.72566882194789
0.43,165,-1.72569867506532
0.43,166,-1.725728167811
0.43,167,-1.72575730667106
0.43,168,-1.72578609797686
0.43,169,-1.72581454790964
0.43,170,-1.72584266250494
0.43,171,-1.72587044765683
0.43,172,-1.72589790912209
0.43,173,-1.72592505252412
0.43,174,-1.72595188335684
0.43,175,-1.72597840698833
0.43,176,-1.72600462866449
0.43,177,-1.72603055351243
0.43,178,-1.72605618654384
0.43,179,-1.72608153265824
0.43,180,-1.72610659664604
0.43,181,-1.72613138319165
0.43,182,-1.7261558968763
0.43,183,-1.72618014218094
0.43,184,-1.72620412348892
0.43,185,-1.72622784508868
0.43,186,-1.72625131117624
0.43,187,-1.72627452585775
0.43,188,-1.72629749315181
0.43,189,-1.72632021699187
0.43,190,-1.72634270122841
0.43,191,-1.72636494963112
0.43,192,-1.72638696589105
0.43,193,-1.72640875362263
0.43,194,-1.72643031636561
0.43,195,-1.72645165758705
0.43,196,-1.72647278068312
0.43,197,-1.72649368898092
0.43,198,-1.72651438574023
0.43,199,-1.7265348741552
0.43,200,-1.726555157356
0.44,2,-1.06996332742159
0.44,3,-1.3208948657911
0.44,4,-1.42190621805219
0.44,5,-1.4769009754504
0.44,6,-1.51157539040427
0.44,7,-1.53544986391139
0.44,8,-1.55290498792874
0.44,9,-1.56622182970351
0.44,10,-1.57671983205155
0.44,11,-1.5852071414505
0.44,12,-1.59221503530874
0.44,13,-1.59809617135636
0.44,14,-1.60310108517774
0.44,15,-1.60741570875001
0.44,16,-1.61117397637064
0.44,17,-1.61446966831804
0.44,18,-1.61739276397275
0.44,19,-1.62000298044384
0.44,20,-1.62233572853194
0.44,21,-1.62444298404367
0.44,22,-1.62635590712634
0.44,23,-1.62810017384826
0.44,24,-1.6296971310114
0.44,25,-1.63115874050123
0.44,26,-1.63250512846651
0.44,27,-1.63375061328236
0.44,28,-1.63490612228853
0.44,29,-1.63598106071991
0.44,30,-1.63698356769519
0.44,31,-1.63792072224465
0.44,32,-1.63879871039042
0.44,33,-1.63962296160363
0.44,34,-1.6403962871043
0.44,35,-1.64112325866529
0.44,36,-1.64180948709678
0.44,37,-1.64245830316175
0.44,38,-1.64307268430236
0.44,39,-1.64365530026682
0.44,40,-1.64420855184531
0.44,41,-1.64473460389933
0.44,42,-1.64523541364132
0.44,43,-1.64571275494276
0.44,44,-1.64616823930637
0.44,45,-1.6466033340245
0.44,46,-1.64701937795437
0.44,47,-1.64741759526729
0.44,48,-1.64779910746892
0.44,49,-1.64816494393901
0.44,50,-1.64851605119908
0.44,51,-1.64885330108356
0.44,52,-1.64917749796278
0.44,53,-1.64948938514378
0.44,54,-1.64978965055606
0.44,55,-1.65007855184041
0.44,56,-1.65035609960862
0.44,57,-1.65062385450192
0.44,58,-1.65088232576189
0.44,59,-1.65113198792766
0.44,60,-1.65137328374205
0.44,61,-1.65160662677057
0.44,62,-1.65183240376567
0.44,63,-1.6520509768049
0.44,64,-1.65226268522764
0.44,65,-1.65246784739222
0.44,66,-1.65266676227271
0.44,67,-1.65285971091191
0.44,68,-1.65304695774577
0.44,69,-1.65322875181198
0.44,70,-1.65340532785464
0.44,71,-1.65357690733516
0.44,72,-1.65374369935852
0.44,73,-1.65390590152318
0.44,74,-1.6540637007017
0.44,75,-1.65421727375876
0.44,76,-1.65436678821217
0.44,77,-1.65451240284226
0.44,78,-1.65465426825418
0.44,79,-1.65479252739729
0.44,80,-1.65492731604551
0.44,81,-1.65505876324195
0.44,82,-1.65518699171083
0.44,83,-1.65531211823958
0.44,84,-1.6554342540335
0.44,85,-1.65555350504533
0.44,86,-1.65566997228172
0.44,87,-1.65578375208853
0.44,88,-1.65589493641652
0.44,89,-1.65600361306921
0.44,90,-1.65610986593401
0.44,91,-1.65621377519815
0.44,92,-1.65631541755048
0.44,93,-1.65641486637015
0.44,94,-1.65651219190327
0.44,95,-1.65660746142832
0.44,96,-1.65670073941126
0.44,97,-1.65679208765094
0.44,98,-1.65688156541562
0.44,99,-1.65696922957119
0.44,100,-1.65705513470166
0.44,101,-1.65713933322246
0.44,102,-1.65722187548711
0.44,103,-1.65730280988758
0.44,104,-1.65738218294891
0.44,105,-1.65746003941834
0.44,106,-1.65753642234947
0.44,107,-1.65761137318159
0.44,108,-1.65768493181467
0.44,109,-1.65775713668013
0.44,110,-1.65782802480784
0.44,111,-1.6578976318894
0.44,112,-1.65796599233805
0.44,113,-1.65803313934542
0.44,114,-1.65809910493521
0.44,115,-1.65816392001418
0.44,116,-1.65822761442035
0.44,117,-1.65829021696886
0.44,118,-1.65835175549539
0.44,119,-1.65841225689743
0.44,120,-1.6584717471735
0.44,121,-1.65853025146036
0.44,122,-1.65858779406844
0.44,123,-1.65864439851551
0.44,124,-1.65870008755874
0.44,125,-1.65875488322518
0.44,126,-1.65880880684083
0.44,127,-1.65886187905827
0.44,128,-1.65891411988309
0.44,129,-1.65896554869898
0.44,130,-1.65901618429171
0.44,131,-1.65906604487206
0.44,132,-1.65911514809758
0.44,133,-1.65916351109349
0.44,134,-1.65921115047256
0.44,135,-1.65925808235418
0.44,136,-1.65930432238247
0.44,137,-1.65934988574374
0.44,138,-1.65939478718305
0.44,139,-1.65943904102018
0.44,140,-1.65948266116481
0.44,141,-1.65952566113111
0.44,142,-1.65956805405171
0.44,143,-1.65960985269105
0.44,144,-1.6596510694582
0.44,145,-1.65969171641915
0.44,146,-1.65973180530857
0.44,147,-1.65977134754112
0.44,148,-1.65981035422227
0.44,149,-1.65984883615872
0.44,150,-1.65988680386836
0.44,151,-1.65992426758983
0.44,152,-1.65996123729181
0.44,153,-1.65999772268176
0.44,154,-1.66003357577209
0.44,155,-1.66006895479524
0.44,156,-1.66010387931163
0.44,157,-1.66013835802362
0.44,158,-1.66017239941286
0.44,159,-1.66020601174715
0.44,160,-1.66023920308725
0.44,161,-1.6602719812932
0.44,162,-1.66030435403064
0.44,163,-1.6603363287767
0.44,164,-1.6603679128258
0.44,165,-1.66039911329519
0.44,166,-1.6604299371303
0.44,167,-1.66046039110988
0.44,168,-1.66049048185098
0.44,169,-1.66052021581374
0.44,170,-1.66054959930602
0.44,171,-1.66057863848785
0.44,172,-1.66060733937576
0.44,173,-1.66063570784688
0.44,174,-1.66066374964301
0.44,175,-1.66069147037449
0.44,176,-1.66071887552388
0.44,177,-1.66074597044966
0.44,178,-1.66077276038965
0.44,179,-1.66079925046445
0.44,180,-1.66082544568064
0.44,181,-1.66085135093397
0.44,182,-1.66087697101242
0.44,183,-1.66090231059913
0.44,184,-1.66092737427523
0.44,185,-1.66095216652267
0.44,186,-1.66097669172681
0.44,187,-1.66100095417909
0.44,188,-1.66102495807946
0.44,189,-1.66104870753883
0.44,190,-1.66107220658143
0.44,191,-1.66109545914709
0.44,192,-1.66111846909339
0.44,193,-1.66114124019786
0.44,194,-1.66116377615999
0.44,195,-1.66118608060329
0.44,196,-1.66120815707717
0.44,197,-1.66123000905887
0.44,198,-1.66125163995527
0.44,199,-1.66127305310467
0.44,200,-1.66129425177848
0.45,2,-0.970344264377669
0.45,3,-1.23949100705697
0.45,4,-1.3466814067863
0.45,5,-1.40479067029114
0.45,6,-1.44134288437213
0.45,7,-1.46647150867069
0.45,8,-1.48482242447092
0.45,9,-1.49881919811195
0.45,10,-1.50984465952105
0.45,11,-1.51875058879831
0.45,12,-1.52609699344655
0.45,13,-1.53226675713991
0.45,14,-1.53751628854885
0.45,15,-1.54203960721176
0.45,16,-1.54597424463755
0.45,17,-1.54943731872917
0.45,18,-1.55249505612133
0.45,19,-1.5552228251431
0.45,20,-1.5576734530426
0.45,21,-1.55988708972508
0.45,22,-1.56188644970062
0.45,23,-1.56370900280144
0.45,24,-1.56537764853165
0.45,25,-1.56691107789203
0.45,26,-1.56832507512537
0.45,27,-1.56963306129078
0.45,28,-1.5708421492612
0.45,29,-1.57196516701686
0.45,30,-1.57301251718182
0.45,31,-1.57399159440061
0.45,32,-1.5749088606148
0.45,33,-1.57576998756277
0.45,34,-1.57657997393836
0.45,35,-1.57734324231268
0.45,36,-1.57806371978178
0.45,37,-1.57874490544044
0.45,38,-1.57938992712537
0.45,39,-1.58000158137566
0.45,40,-1.58057949051974
0.45,41,-1.58112898833365
0.45,42,-1.58165211914779
0.45,43,-1.58215073580265
0.45,44,-1.58262652155131
0.45,45,-1.5830810090237
0.45,46,-1.58351559670218
0.45,47,-1.58393156328128
0.45,48,-1.58433008022193
0.45,49,-1.58471222275949
0.45,50,-1.58507897958327
0.45,51,-1.5854312613709
0.45,52,-1.58576990833251
0.45,53,-1.58609569689612
0.45,54,-1.58640934564629
0.45,55,-1.58671152061146
0.45,56,-1.58700283998174
0.45,57,-1.58728387832767
0.45,58,-1.58755517038019
0.45,59,-1.58781721442439
0.45,60,-1.58807047535214
0.45,61,-1.58831538741299
0.45,62,-1.58855235669761
0.45,63,-1.58878176338355
0.45,64,-1.58900396376949
0.45,65,-1.58921929212083
0.45,66,-1.58942806234671
0.45,67,-1.58963056952623
0.45,68,-1.58982709129933
0.45,69,-1.59001780184184
0.45,70,-1.59020221842352
0.45,71,-1.59038141655876
0.45,72,-1.5905556146374
0.45,73,-1.59072501903196
0.45,74,-1.59088982491292
0.45,75,-1.59105021699862
0.45,76,-1.59120637024559
0.45,77,-1.59135845048494
0.45,78,-1.59150661500968
0.45,79,-1.59165101311712
0.45,80,-1.59179178661058
0.45,81,-1.59192907026367
0.45,82,-1.59206299225059
0.45,83,-1.59219367454512
0.45,84,-1.59232123329107
0.45,85,-1.59244577914647
0.45,86,-1.5925674176036
0.45,87,-1.59268624928701
0.45,88,-1.592802370231
0.45,89,-1.59291587213843
0.45,90,-1.59302684262218
0.45,91,-1.59313536543064
0.45,92,-1.59324152065844
0.45,93,-1.59334538494355
0.45,94,-1.59344703165177
0.45,95,-1.59354653104949
0.45,96,-1.59364395046565
0.45,97,-1.59373935444365
0.45,98,-1.59383280488392
0.45,99,-1.59392436117783
0.45,100,-1.59401408033353
0.45,101,-1.59410201709428
0.45,102,-1.59418822404986
0.45,103,-1.59427275174139
0.45,104,-1.59435564876014
0.45,105,-1.59443696184062
0.45,106,-1.59451673594851
0.45,107,-1.59459501436344
0.45,108,-1.5946718387574
0.45,109,-1.59474724926858
0.45,110,-1.5948212845714
0.45,111,-1.59489398194253
0.45,112,-1.59496537732356
