delta,S,n_zero_crossings,action_structure,zero_crossings,H_at_left_boundary,H_at_right_boundary
0.24000000000000002,174,1,upper_tail_only,-3.82(neg_to_pos),-8.894129897194855,0.004979022324619331
0.24000000000000002,176,1,upper_tail_only,-3.82(neg_to_pos),-8.894129883346075,0.005036084731374624
0.24000000000000002,178,1,upper_tail_only,-3.82(neg_to_pos),-8.894129869808502,0.00509314333727251
0.24000000000000002,180,1,upper_tail_only,-3.82(neg_to_pos),-8.894129856571766,0.005150198142692908
0.24000000000000002,182,1,upper_tail_only,-3.82(neg_to_pos),-8.894129843625945,0.005207249148015292
0.24000000000000002,184,1,upper_tail_only,-3.82(neg_to_pos),-8.894129830961555,0.005264296353619358
0.24000000000000002,186,1,upper_tail_only,-3.82(neg_to_pos),-8.894129818569517,0.00532133975988458
0.24000000000000002,188,1,upper_tail_only,-3.82(neg_to_pos),-8.894129806441141,0.0053783793671906555
0.24000000000000002,190,1,upper_tail_only,-3.82(neg_to_pos),-8.894129794568098,0.005435415175917058
0.24000000000000002,192,1,upper_tail_only,-3.82(neg_to_pos),-8.89412978294241,0.005492447186443261
0.24000000000000002,194,1,upper_tail_only,-3.82(neg_to_pos),-8.894129771556427,0.005549475399148518
0.24000000000000002,196,1,upper_tail_only,-3.82(neg_to_pos),-8.89412976040281,0.005606499814412302
0.24000000000000002,198,1,upper_tail_only,-3.82(neg_to_pos),-8.89412974947452,0.005663520432613645
0.24000000000000002,200,1,upper_tail_only,-3.82(neg_to_pos),-8.894129738764795,0.005720537254132241
0.25,2,1,upper_tail_only,-3.53(neg_to_pos),-10.159338491643247,5.739454077158257e-5
0.25,4,1,upper_tail_only,-3.59(neg_to_pos),-10.159285483343703,1.1478524745345275e-4
0.25,6,1,upper_tail_only,-3.61(neg_to_pos),-10.159267813183675,1.7217212042996977e-4
0.25,8,1,upper_tail_only,-3.61(neg_to_pos),-10.159258977967372,2.2955516008504873e-4
0.25,10,1,upper_tail_only,-3.62(neg_to_pos),-10.159253676793977,2.8693436680304885e-4
0.25,12,1,upper_tail_only,-3.62(neg_to_pos),-10.159250142660207,3.443097409676632e-4
0.25,14,1,upper_tail_only,-3.62(neg_to_pos),-10.159247618270042,4.0168128296302896e-4
0.25,16,1,upper_tail_only,-3.63(neg_to_pos),-10.15924572497255,4.590489931728392e-4
0.25,18,1,upper_tail_only,-3.63(neg_to_pos),-10.159244252404951,5.164128719814531e-4
0.25,20,1,upper_tail_only,-3.63(neg_to_pos),-10.159243074349053,5.737729197723418e-4
0.25,22,1,upper_tail_only,-3.63(neg_to_pos),-10.159242110483937,6.311291369291983e-4
0.25,24,1,upper_tail_only,-3.63(neg_to_pos),-10.159241307262178,6.884815238359376e-4
0.25,26,1,upper_tail_only,-3.63(neg_to_pos),-10.159240627612412,7.45830080876031e-4
0.25,28,1,upper_tail_only,-3.63(neg_to_pos),-10.159240045055043,8.031748084333934e-4
0.25,30,1,upper_tail_only,-3.63(neg_to_pos),-10.159239540171669,8.605157068912739e-4
0.25,32,1,upper_tail_only,-3.63(neg_to_pos),-10.159239098398475,9.178527766333655e-4
0.25,34,1,upper_tail_only,-3.63(neg_to_pos),-10.159238708598409,9.751860180431393e-4
0.25,36,1,upper_tail_only,-3.63(neg_to_pos),-10.15923836210931,0.0010325154315038443
0.25,38,1,upper_tail_only,-3.63(neg_to_pos),-10.159238052092633,0.0010898410173989515
0.25,40,1,upper_tail_only,-3.63(neg_to_pos),-10.159237773077525,0.0011471627761117098
0.25,42,1,upper_tail_only,-3.63(neg_to_pos),-10.159237520635209,0.0012044807080255904
0.25,44,1,upper_tail_only,-3.63(neg_to_pos),-10.159237291142128,0.001261794813523398
0.25,46,1,upper_tail_only,-3.63(neg_to_pos),-10.159237081604914,0.001319105092988604
0.25,48,1,upper_tail_only,-3.63(neg_to_pos),-10.15923688952909,0.0013764115468042348
0.25,50,1,upper_tail_only,-3.63(neg_to_pos),-10.159236712819295,0.0014337141753530958
0.25,52,1,upper_tail_only,-3.63(neg_to_pos),-10.159236549702527,0.0014910129790186577
0.25,54,1,upper_tail_only,-3.63(neg_to_pos),-10.159236398668456,0.0015483079581835035
0.25,56,1,upper_tail_only,-3.63(neg_to_pos),-10.15923625842251,0.0016055991132306602
0.25,58,1,upper_tail_only,-3.63(neg_to_pos),-10.159236127848676,0.0016628864445429326
0.25,60,1,upper_tail_only,-3.63(neg_to_pos),-10.159236005979746,0.0017201699525031255
0.25,62,1,upper_tail_only,-3.63(neg_to_pos),-10.159235891973314,0.001777449637493822
0.25,64,1,upper_tail_only,-3.63(neg_to_pos),-10.15923578509227,0.001834725499898049
0.25,66,1,upper_tail_only,-3.63(neg_to_pos),-10.159235684688852,0.001891997540098389
0.25,68,1,upper_tail_only,-3.63(neg_to_pos),-10.159235590191507,0.0019492657584769812
0.25,70,1,upper_tail_only,-3.63(neg_to_pos),-10.159235501093999,0.0020065301554170745
0.25,72,1,upper_tail_only,-3.64(neg_to_pos),-10.159235416946347,0.0020637907313005854
0.25,74,1,upper_tail_only,-3.64(neg_to_pos),-10.159235337347207,0.002121047486510097
0.25,76,1,upper_tail_only,-3.64(neg_to_pos),-10.15923526193749,0.00217830042142797
0.25,78,1,upper_tail_only,-3.64(neg_to_pos),-10.15923519039493,0.0022355495364367872
0.25,80,1,upper_tail_only,-3.64(neg_to_pos),-10.159235122429495,0.0022927948319186875
0.25,82,1,upper_tail_only,-3.64(neg_to_pos),-10.15923505777944,0.0023500363082558096
0.25,84,1,upper_tail_only,-3.64(neg_to_pos),-10.159234996207957,0.002407273965830292
0.25,86,1,upper_tail_only,-3.64(neg_to_pos),-10.159234937500258,0.002464507805024496
0.25,88,1,upper_tail_only,-3.64(neg_to_pos),-10.159234881461087,0.0025217378262203383
0.25,90,1,upper_tail_only,-3.64(neg_to_pos),-10.159234827912542,0.002578964029799735
0.25,92,1,upper_tail_only,-3.64(neg_to_pos),-10.159234776692191,0.0026361864161450477
0.25,94,1,upper_tail_only,-3.64(neg_to_pos),-10.159234727651429,0.0026934049856377484
0.25,96,1,upper_tail_only,-3.64(neg_to_pos),-10.159234680654027,0.0027506197386601983
0.25,98,1,upper_tail_only,-3.64(neg_to_pos),-10.159234635574887,0.0028078306755936477
0.25,100,1,upper_tail_only,-3.64(neg_to_pos),-10.159234592298908,0.0028650377968204577
0.25,102,1,upper_tail_only,-3.64(neg_to_pos),-10.159234550720024,0.0029222411027218786
0.25,104,1,upper_tail_only,-3.64(neg_to_pos),-10.159234510740326,0.0029794405936798274
0.25,106,1,upper_tail_only,-3.64(neg_to_pos),-10.159234472269295,0.0030366362700757765
0.25,108,1,upper_tail_only,-3.64(neg_to_pos),-10.159234435223116,0.0030938281322916428
0.25,110,1,upper_tail_only,-3.64(neg_to_pos),-10.159234399524067,0.0031510161807084547
0.25,112,1,upper_tail_only,-3.64(neg_to_pos),-10.159234365099984,0.003208200415707907
0.25,114,1,upper_tail_only,-3.64(neg_to_pos),-10.159234331883763,0.003265380837671472
0.25,116,1,upper_tail_only,-3.64(neg_to_pos),-10.159234299812926,0.003322557446980623
0.25,118,1,upper_tail_only,-3.64(neg_to_pos),-10.159234268829236,0.003379730244016388
0.25,120,1,upper_tail_only,-3.64(neg_to_pos),-10.159234238878334,0.0034368992291600176
0.25,122,1,upper_tail_only,-3.64(neg_to_pos),-10.159234209909428,0.0034940644027932066
0.25,124,1,upper_tail_only,-3.64(neg_to_pos),-10.159234181875002,0.0035512257652965395
0.25,126,1,upper_tail_only,-3.64(neg_to_pos),-10.159234154730557,0.003608383317051489
0.25,128,1,upper_tail_only,-3.64(neg_to_pos),-10.159234128434374,0.0036655370584388614
0.25,130,1,upper_tail_only,-3.64(neg_to_pos),-10.159234102947305,0.0037226869898399073
0.25,132,1,upper_tail_only,-3.64(neg_to_pos),-10.15923407823257,0.0037798331116354333
0.25,134,1,upper_tail_only,-3.64(neg_to_pos),-10.159234054255588,0.003836975424206468
0.25,136,1,upper_tail_only,-3.64(neg_to_pos),-10.15923403098381,0.0038941139279338177
0.25,138,1,upper_tail_only,-3.64(neg_to_pos),-10.159234008386576,0.003951248623198067
0.25,140,1,upper_tail_only,-3.64(neg_to_pos),-10.159233986434977,0.0040083795103804665
0.25,142,1,upper_tail_only,-3.64(neg_to_pos),-10.159233965101734,0.004065506589861156
0.25,144,1,upper_tail_only,-3.64(neg_to_pos),-10.159233944361079,0.0041226298620213875
0.25,146,1,upper_tail_only,-3.64(neg_to_pos),-10.159233924188658,0.0041797493272413
0.25,148,1,upper_tail_only,-3.64(neg_to_pos),-10.159233904561441,0.004236864985901478
0.25,150,1,upper_tail_only,-3.64(neg_to_pos),-10.159233885457615,0.004293976838382729
0.25,152,1,upper_tail_only,-3.64(neg_to_pos),-10.159233866856521,0.004351084885065193
0.25,154,1,upper_tail_only,-3.64(neg_to_pos),-10.159233848738571,0.004408189126329454
0.25,156,1,upper_tail_only,-3.64(neg_to_pos),-10.159233831085183,0.004465289562555652
0.25,158,1,upper_tail_only,-3.64(neg_to_pos),-10.159233813878718,0.004522386194124373
0.25,160,1,upper_tail_only,-3.64(neg_to_pos),-10.159233797102413,0.0045794790214157555
0.25,162,1,upper_tail_only,-3.64(neg_to_pos),-10.159233780740337,0.004636568044809941
0.25,164,1,upper_tail_only,-3.64(neg_to_pos),-10.159233764777337,0.00469365326468707
0.25,166,1,upper_tail_only,-3.64(neg_to_pos),-10.159233749198986,0.004750734681427282
0.25,168,1,upper_tail_only,-3.64(neg_to_pos),-10.159233733991549,0.004807812295410718
0.25,170,1,upper_tail_only,-3.64(neg_to_pos),-10.159233719141932,0.004864886107017297
0.25,172,1,upper_tail_only,-3.64(neg_to_pos),-10.159233704637657,0.004921956116626713
0.25,174,1,upper_tail_only,-3.64(neg_to_pos),-10.159233690466811,0.004979022324619331
0.25,176,1,upper_tail_only,-3.64(neg_to_pos),-10.159233676618031,0.005036084731374624
0.25,178,1,upper_tail_only,-3.64(neg_to_pos),-10.159233663080458,0.00509314333727251
0.25,180,1,upper_tail_only,-3.64(neg_to_pos),-10.15923364984372,0.005150198142692908
0.25,182,1,upper_tail_only,-3.64(neg_to_pos),-10.159233636897902,0.005207249148015292
0.25,184,1,upper_tail_only,-3.64(neg_to_pos),-10.159233624233512,0.005264296353619358
0.25,186,1,upper_tail_only,-3.64(neg_to_pos),-10.159233611841476,0.00532133975988458
0.25,188,1,upper_tail_only,-3.64(neg_to_pos),-10.159233599713097,0.0053783793671906555
0.25,190,1,upper_tail_only,-3.64(neg_to_pos),-10.159233587840054,0.005435415175917058
0.25,192,1,upper_tail_only,-3.64(neg_to_pos),-10.159233576214366,0.005492447186443261
0.25,194,1,upper_tail_only,-3.64(neg_to_pos),-10.159233564828384,0.005549475399148518
0.25,196,1,upper_tail_only,-3.64(neg_to_pos),-10.159233553674767,0.005606499814412302
0.25,198,1,upper_tail_only,-3.64(neg_to_pos),-10.159233542746476,0.005663520432613645
0.25,200,1,upper_tail_only,-3.64(neg_to_pos),-10.159233532036751,0.005720537254132241
0.26,2,1,upper_tail_only,-3.35(neg_to_pos),-11.563683141156165,5.739454077158257e-5
0.26,4,1,upper_tail_only,-3.41(neg_to_pos),-11.56363013285662,1.1478524745345275e-4
0.26,6,1,upper_tail_only,-3.43(neg_to_pos),-11.563612462696593,1.7217212042996977e-4
0.26,8,1,upper_tail_only,-3.44(neg_to_pos),-11.563603627480289,2.2955516008504873e-4
0.26,10,1,upper_tail_only,-3.45(neg_to_pos),-11.563598326306893,2.8693436680304885e-4
0.26,12,1,upper_tail_only,-3.45(neg_to_pos),-11.563594792173124,3.443097409676632e-4
0.26,14,1,upper_tail_only,-3.45(neg_to_pos),-11.563592267782958,4.0168128296302896e-4
0.26,16,1,upper_tail_only,-3.46(neg_to_pos),-11.563590374485468,4.590489931728392e-4
0.26,18,1,upper_tail_only,-3.46(neg_to_pos),-11.563588901917868,5.164128719814531e-4
0.26,20,1,upper_tail_only,-3.46(neg_to_pos),-11.563587723861971,5.737729197723418e-4
0.26,22,1,upper_tail_only,-3.46(neg_to_pos),-11.563586759996852,6.311291369291983e-4
0.26,24,1,upper_tail_only,-3.46(neg_to_pos),-11.563585956775096,6.884815238359376e-4
0.26,26,1,upper_tail_only,-3.46(neg_to_pos),-11.56358527712533,7.45830080876031e-4
0.26,28,1,upper_tail_only,-3.46(neg_to_pos),-11.56358469456796,8.031748084333934e-4
0.26,30,1,upper_tail_only,-3.46(neg_to_pos),-11.563584189684587,8.605157068912739e-4
0.26,32,1,upper_tail_only,-3.46(neg_to_pos),-11.563583747911391,9.178527766333655e-4
0.26,34,1,upper_tail_only,-3.46(neg_to_pos),-11.563583358111323,9.751860180431393e-4
0.26,36,1,upper_tail_only,-3.46(neg_to_pos),-11.563583011622228,0.0010325154315038443
0.26,38,1,upper_tail_only,-3.46(neg_to_pos),-11.563582701605549,0.0010898410173989515
0.26,40,1,upper_tail_only,-3.46(neg_to_pos),-11.563582422590443,0.0011471627761117098
0.26,42,1,upper_tail_only,-3.47(neg_to_pos),-11.563582170148125,0.0012044807080255904
0.26,44,1,upper_tail_only,-3.47(neg_to_pos),-11.563581940655045,0.001261794813523398
0.26,46,1,upper_tail_only,-3.47(neg_to_pos),-11.563581731117832,0.001319105092988604
0.26,48,1,upper_tail_only,-3.47(neg_to_pos),-11.563581539042007,0.0013764115468042348
0.26,50,1,upper_tail_only,-3.47(neg_to_pos),-11.563581362332211,0.0014337141753530958
0.26,52,1,upper_tail_only,-3.47(neg_to_pos),-11.563581199215445,0.0014910129790186577
0.26,54,1,upper_tail_only,-3.47(neg_to_pos),-11.563581048181373,0.0015483079581835035
0.26,56,1,upper_tail_only,-3.47(neg_to_pos),-11.563580907935425,0.0016055991132306602
0.26,58,1,upper_tail_only,-3.47(neg_to_pos),-11.563580777361594,0.0016628864445429326
0.26,60,1,upper_tail_only,-3.47(neg_to_pos),-11.563580655492665,0.0017201699525031255
0.26,62,1,upper_tail_only,-3.47(neg_to_pos),-11.56358054148623,0.001777449637493822
0.26,64,1,upper_tail_only,-3.47(neg_to_pos),-11.563580434605186,0.001834725499898049
0.26,66,1,upper_tail_only,-3.47(neg_to_pos),-11.563580334201767,0.001891997540098389
0.26,68,1,upper_tail_only,-3.47(neg_to_pos),-11.563580239704422,0.0019492657584769812
0.26,70,1,upper_tail_only,-3.47(neg_to_pos),-11.563580150606917,0.0020065301554170745
0.26,72,1,upper_tail_only,-3.47(neg_to_pos),-11.563580066459263,0.0020637907313005854
0.26,74,1,upper_tail_only,-3.47(neg_to_pos),-11.563579986860123,0.002121047486510097
0.26,76,1,upper_tail_only,-3.47(neg_to_pos),-11.563579911450406,0.00217830042142797
0.26,78,1,upper_tail_only,-3.47(neg_to_pos),-11.563579839907847,0.0022355495364367872
0.26,80,1,upper_tail_only,-3.47(neg_to_pos),-11.563579771942411,0.0022927948319186875
0.26,82,1,upper_tail_only,-3.47(neg_to_pos),-11.563579707292357,0.0023500363082558096
0.26,84,1,upper_tail_only,-3.47(neg_to_pos),-11.563579645720871,0.002407273965830292
0.26,86,1,upper_tail_only,-3.47(neg_to_pos),-11.563579587013173,0.002464507805024496
0.26,88,1,upper_tail_only,-3.47(neg_to_pos),-11.563579530974003,0.0025217378262203383
0.26,90,1,upper_tail_only,-3.47(neg_to_pos),-11.563579477425458,0.002578964029799735
0.26,92,1,upper_tail_only,-3.47(neg_to_pos),-11.56357942620511,0.0026361864161450477
0.26,94,1,upper_tail_only,-3.47(neg_to_pos),-11.563579377164345,0.0026934049856377484
0.26,96,1,upper_tail_only,-3.47(neg_to_pos),-11.563579330166945,0.0027506197386601983
0.26,98,1,upper_tail_only,-3.47(neg_to_pos),-11.563579285087801,0.0028078306755936477
0.26,100,1,upper_tail_only,-3.47(neg_to_pos),-11.563579241811823,0.0028650377968204577
0.26,102,1,upper_tail_only,-3.47(neg_to_pos),-11.56357920023294,0.0029222411027218786
0.26,104,1,upper_tail_only,-3.47(neg_to_pos),-11.563579160253243,0.0029794405936798274
0.26,106,1,upper_tail_only,-3.47(neg_to_pos),-11.563579121782212,0.0030366362700757765
0.26,108,1,upper_tail_only,-3.47(neg_to_pos),-11.56357908473603,0.0030938281322916428
0.26,110,1,upper_tail_only,-3.47(neg_to_pos),-11.563579049036983,0.0031510161807084547
0.26,112,1,upper_tail_only,-3.47(neg_to_pos),-11.5635790146129,0.003208200415707907
0.26,114,1,upper_tail_only,-3.47(neg_to_pos),-11.563578981396677,0.003265380837671472
0.26,116,1,upper_tail_only,-3.47(neg_to_pos),-11.563578949325843,0.003322557446980623
0.26,118,1,upper_tail_only,-3.47(neg_to_pos),-11.563578918342152,0.003379730244016388
0.26,120,1,upper_tail_only,-3.47(neg_to_pos),-11.56357888839125,0.0034368992291600176
0.26,122,1,upper_tail_only,-3.47(neg_to_pos),-11.563578859422345,0.0034940644027932066
0.26,124,1,upper_tail_only,-3.47(neg_to_pos),-11.563578831387918,0.0035512257652965395
0.26,126,1,upper_tail_only,-3.47(neg_to_pos),-11.563578804243473,0.003608383317051489
0.26,128,1,upper_tail_only,-3.47(neg_to_pos),-11.563578777947292,0.0036655370584388614
0.26,130,1,upper_tail_only,-3.47(neg_to_pos),-11.563578752460222,0.0037226869898399073
0.26,132,1,upper_tail_only,-3.47(neg_to_pos),-11.563578727745487,0.0037798331116354333
0.26,134,1,upper_tail_only,-3.47(neg_to_pos),-11.563578703768504,0.003836975424206468
0.26,136,1,upper_tail_only,-3.47(neg_to_pos),-11.563578680496727,0.0038941139279338177
0.26,138,1,upper_tail_only,-3.47(neg_to_pos),-11.563578657899495,0.003951248623198067
0.26,140,1,upper_tail_only,-3.47(neg_to_pos),-11.563578635947895,0.0040083795103804665
0.26,142,1,upper_tail_only,-3.47(neg_to_pos),-11.563578614614649,0.004065506589861156
0.26,144,1,upper_tail_only,-3.47(neg_to_pos),-11.563578593873995,0.0041226298620213875
0.26,146,1,upper_tail_only,-3.47(neg_to_pos),-11.563578573701577,0.0041797493272413
0.26,148,1,upper_tail_only,-3.47(neg_to_pos),-11.563578554074358,0.004236864985901478
0.26,150,1,upper_tail_only,-3.47(neg_to_pos),-11.563578534970532,0.004293976838382729
0.26,152,1,upper_tail_only,-3.47(neg_to_pos),-11.563578516369436,0.004351084885065193
0.26,154,1,upper_tail_only,-3.47(neg_to_pos),-11.563578498251488,0.004408189126329454
0.26,156,1,upper_tail_only,-3.47(neg_to_pos),-11.5635784805981,0.004465289562555652
0.26,158,1,upper_tail_only,-3.47(neg_to_pos),-11.563578463391634,0.004522386194124373
0.26,160,1,upper_tail_only,-3.47(neg_to_pos),-11.56357844661533,0.0045794790214157555
0.26,162,1,upper_tail_only,-3.47(neg_to_pos),-11.563578430253253,0.004636568044809941
0.26,164,1,upper_tail_only,-3.47(neg_to_pos),-11.563578414290252,0.00469365326468707
0.26,166,1,upper_tail_only,-3.47(neg_to_pos),-11.563578398711902,0.004750734681427282
0.26,168,1,upper_tail_only,-3.47(neg_to_pos),-11.563578383504463,0.004807812295410718
0.26,170,1,upper_tail_only,-3.47(neg_to_pos),-11.563578368654849,0.004864886107017297
0.26,172,1,upper_tail_only,-3.47(neg_to_pos),-11.563578354150572,0.004921956116626713
0.26,174,1,upper_tail_only,-3.47(neg_to_pos),-11.563578339979728,0.004979022324619331
0.26,176,1,upper_tail_only,-3.47(neg_to_pos),-11.563578326130948,0.005036084731374624
0.26,178,1,upper_tail_only,-3.47(neg_to_pos),-11.563578312593375,0.00509314333727251
0.26,180,1,upper_tail_only,-3.47(neg_to_pos),-11.563578299356639,0.005150198142692908
0.26,182,1,upper_tail_only,-3.47(neg_to_pos),-11.563578286410818,0.005207249148015292
0.26,184,1,upper_tail_only,-3.47(neg_to_pos),-11.563578273746428,0.005264296353619358
0.26,186,1,upper_tail_only,-3.47(neg_to_pos),-11.56357826135439,0.00532133975988458
0.26,188,1,upper_tail_only,-3.47(neg_to_pos),-11.563578249226014,0.0053783793671906555
0.26,190,1,upper_tail_only,-3.47(neg_to_pos),-11.56357823735297,0.005435415175917058
0.26,192,1,upper_tail_only,-3.47(neg_to_pos),-11.563578225727284,0.005492447186443261
0.26,194,1,upper_tail_only,-3.47(neg_to_pos),-11.5635782143413,0.005549475399148518
0.26,196,1,upper_tail_only,-3.47(neg_to_pos),-11.563578203187683,0.005606499814412302
0.26,198,1,upper_tail_only,-3.47(neg_to_pos),-11.563578192259392,0.005663520432613645
0.26,200,1,upper_tail_only,-3.47(neg_to_pos),-11.563578181549667,0.005720537254132241
0.27,2,1,upper_tail_only,-3.18(neg_to_pos),-13.122746976491264,5.739454077158257e-5
0.27,4,1,upper_tail_only,-3.25(neg_to_pos),-13.12269396819172,1.1478524745345275e-4
0.27,6,1,upper_tail_only,-3.27(neg_to_pos),-13.122676298031692,1.7217212042996977e-4
0.27,8,1,upper_tail_only,-3.28(neg_to_pos),-13.12266746281539,2.2955516008504873e-4
0.27,10,1,upper_tail_only,-3.29(neg_to_pos),-13.122662161641994,2.8693436680304885e-4
0.27,12,1,upper_tail_only,-3.29(neg_to_pos),-13.122658627508224,3.443097409676632e-4
0.27,14,1,upper_tail_only,-3.30(neg_to_pos),-13.122656103118059,4.0168128296302896e-4
0.27,16,1,upper_tail_only,-3.30(neg_to_pos),-13.122654209820567,4.590489931728392e-4
0.27,18,1,upper_tail_only,-3.30(neg_to_pos),-13.122652737252968,5.164128719814531e-4
0.27,20,1,upper_tail_only,-3.30(neg_to_pos),-13.12265155919707,5.737729197723418e-4
0.27,22,1,upper_tail_only,-3.30(neg_to_pos),-13.122650595331955,6.311291369291983e-4
0.27,24,1,upper_tail_only,-3.30(neg_to_pos),-13.122649792110195,6.884815238359376e-4
0.27,26,1,upper_tail_only,-3.30(neg_to_pos),-13.12264911246043,7.45830080876031e-4
0.27,28,1,upper_tail_only,-3.31(neg_to_pos),-13.12264852990306,8.031748084333934e-4
0.27,30,1,upper_tail_only,-3.31(neg_to_pos),-13.122648025019686,8.605157068912739e-4
0.27,32,1,upper_tail_only,-3.31(neg_to_pos),-13.122647583246492,9.178527766333655e-4
0.27,34,1,upper_tail_only,-3.31(neg_to_pos),-13.122647193446426,9.751860180431393e-4
0.27,36,1,upper_tail_only,-3.31(neg_to_pos),-13.122646846957327,0.0010325154315038443
0.27,38,1,upper_tail_only,-3.31(neg_to_pos),-13.12264653694065,0.0010898410173989515
0.27,40,1,upper_tail_only,-3.31(neg_to_pos),-13.122646257925542,0.0011471627761117098
0.27,42,1,upper_tail_only,-3.31(neg_to_pos),-13.122646005483226,0.0012044807080255904
0.27,44,1,upper_tail_only,-3.31(neg_to_pos),-13.122645775990145,0.001261794813523398
0.27,46,1,upper_tail_only,-3.31(neg_to_pos),-13.122645566452931,0.001319105092988604
0.27,48,1,upper_tail_only,-3.31(neg_to_pos),-13.122645374377107,0.0013764115468042348
0.27,50,1,upper_tail_only,-3.31(neg_to_pos),-13.122645197667312,0.0014337141753530958
0.27,52,1,upper_tail_only,-3.31(neg_to_pos),-13.122645034550544,0.0014910129790186577
0.27,54,1,upper_tail_only,-3.31(neg_to_pos),-13.122644883516474,0.0015483079581835035
0.27,56,1,upper_tail_only,-3.31(neg_to_pos),-13.122644743270527,0.0016055991132306602
0.27,58,1,upper_tail_only,-3.31(neg_to_pos),-13.122644612696693,0.0016628864445429326
0.27,60,1,upper_tail_only,-3.31(neg_to_pos),-13.122644490827764,0.0017201699525031255
0.27,62,1,upper_tail_only,-3.31(neg_to_pos),-13.12264437682133,0.001777449637493822
0.27,64,1,upper_tail_only,-3.31(neg_to_pos),-13.122644269940286,0.001834725499898049
0.27,66,1,upper_tail_only,-3.31(neg_to_pos),-13.12264416953687,0.001891997540098389
0.27,68,1,upper_tail_only,-3.31(neg_to_pos),-13.122644075039524,0.0019492657584769812
0.27,70,1,upper_tail_only,-3.31(neg_to_pos),-13.122643985942016,0.0020065301554170745
0.27,72,1,upper_tail_only,-3.31(neg_to_pos),-13.122643901794364,0.0020637907313005854
0.27,74,1,upper_tail_only,-3.31(neg_to_pos),-13.122643822195224,0.002121047486510097
0.27,76,1,upper_tail_only,-3.31(neg_to_pos),-13.122643746785506,0.00217830042142797
0.27,78,1,upper_tail_only,-3.31(neg_to_pos),-13.122643675242948,0.0022355495364367872
0.27,80,1,upper_tail_only,-3.31(neg_to_pos),-13.122643607277512,0.0022927948319186875
0.27,82,1,upper_tail_only,-3.31(neg_to_pos),-13.122643542627458,0.0023500363082558096
0.27,84,1,upper_tail_only,-3.31(neg_to_pos),-13.122643481055974,0.002407273965830292
0.27,86,1,upper_tail_only,-3.31(neg_to_pos),-13.122643422348276,0.002464507805024496
0.27,88,1,upper_tail_only,-3.31(neg_to_pos),-13.122643366309104,0.0025217378262203383
0.27,90,1,upper_tail_only,-3.31(neg_to_pos),-13.122643312760559,0.002578964029799735
0.27,92,1,upper_tail_only,-3.31(neg_to_pos),-13.122643261540208,0.0026361864161450477
0.27,94,1,upper_tail_only,-3.31(neg_to_pos),-13.122643212499446,0.0026934049856377484
0.27,96,1,upper_tail_only,-3.31(neg_to_pos),-13.122643165502044,0.0027506197386601983
0.27,98,1,upper_tail_only,-3.31(neg_to_pos),-13.122643120422904,0.0028078306755936477
0.27,100,1,upper_tail_only,-3.31(neg_to_pos),-13.122643077146925,0.0028650377968204577
0.27,102,1,upper_tail_only,-3.31(neg_to_pos),-13.122643035568041,0.0029222411027218786
0.27,104,1,upper_tail_only,-3.31(neg_to_pos),-13.122642995588343,0.0029794405936798274
0.27,106,1,upper_tail_only,-3.31(neg_to_pos),-13.122642957117312,0.0030366362700757765
0.27,108,1,upper_tail_only,-3.31(neg_to_pos),-13.122642920071133,0.0030938281322916428
0.27,110,1,upper_tail_only,-3.31(neg_to_pos),-13.122642884372084,0.0031510161807084547
0.27,112,1,upper_tail_only,-3.31(neg_to_pos),-13.122642849948,0.003208200415707907
0.27,114,1,upper_tail_only,-3.31(neg_to_pos),-13.12264281673178,0.003265380837671472
0.27,116,1,upper_tail_only,-3.31(neg_to_pos),-13.122642784660943,0.003322557446980623
0.27,118,1,upper_tail_only,-3.31(neg_to_pos),-13.122642753677253,0.003379730244016388
0.27,120,1,upper_tail_only,-3.31(neg_to_pos),-13.12264272372635,0.0034368992291600176
0.27,122,1,upper_tail_only,-3.31(neg_to_pos),-13.122642694757445,0.0034940644027932066
0.27,124,1,upper_tail_only,-3.31(neg_to_pos),-13.122642666723019,0.0035512257652965395
0.27,126,1,upper_tail_only,-3.31(neg_to_pos),-13.122642639578574,0.003608383317051489
0.27,128,1,upper_tail_only,-3.31(neg_to_pos),-13.122642613282391,0.0036655370584388614
0.27,130,1,upper_tail_only,-3.31(neg_to_pos),-13.122642587795323,0.0037226869898399073
0.27,132,1,upper_tail_only,-3.31(neg_to_pos),-13.122642563080587,0.0037798331116354333
0.27,134,1,upper_tail_only,-3.31(neg_to_pos),-13.122642539103605,0.003836975424206468
0.27,136,1,upper_tail_only,-3.31(neg_to_pos),-13.122642515831828,0.0038941139279338177
0.27,138,1,upper_tail_only,-3.31(neg_to_pos),-13.122642493234594,0.003951248623198067
0.27,140,1,upper_tail_only,-3.31(neg_to_pos),-13.122642471282994,0.0040083795103804665
0.27,142,1,upper_tail_only,-3.31(neg_to_pos),-13.122642449949751,0.004065506589861156
0.27,144,1,upper_tail_only,-3.31(neg_to_pos),-13.122642429209096,0.0041226298620213875
0.27,146,1,upper_tail_only,-3.31(neg_to_pos),-13.122642409036676,0.0041797493272413
0.27,148,1,upper_tail_only,-3.31(neg_to_pos),-13.122642389409458,0.004236864985901478
0.27,150,1,upper_tail_only,-3.31(neg_to_pos),-13.122642370305632,0.004293976838382729
0.27,152,1,upper_tail_only,-3.31(neg_to_pos),-13.122642351704538,0.004351084885065193
