delta,S,n_zero_crossings,action_structure,zero_crossings,H_at_left_boundary,H_at_right_boundary
0.13,34,1,upper_tail_only,-7.50(neg_to_pos),-1.0293518413816072,9.751860180431393e-4
0.13,36,1,upper_tail_only,-7.50(neg_to_pos),-1.0293514948925102,0.0010325154315038443
0.13,38,1,upper_tail_only,-7.50(neg_to_pos),-1.0293511848758317,0.0010898410173989515
0.13,40,1,upper_tail_only,-7.50(neg_to_pos),-1.029350905860725,0.0011471627761117098
0.13,42,1,upper_tail_only,-7.50(neg_to_pos),-1.0293506534184078,0.0012044807080255904
0.13,44,1,upper_tail_only,-7.50(neg_to_pos),-1.0293504239253277,0.001261794813523398
0.13,46,1,upper_tail_only,-7.50(neg_to_pos),-1.0293502143881144,0.001319105092988604
0.13,48,1,upper_tail_only,-7.50(neg_to_pos),-1.0293500223122898,0.0013764115468042348
0.13,50,1,upper_tail_only,-7.50(neg_to_pos),-1.029349845602494,0.0014337141753530958
0.13,52,1,upper_tail_only,-7.50(neg_to_pos),-1.0293496824857273,0.0014910129790186577
0.13,54,1,upper_tail_only,-7.50(neg_to_pos),-1.0293495314516559,0.0015483079581835035
0.13,56,1,upper_tail_only,-7.50(neg_to_pos),-1.0293493912057086,0.0016055991132306602
0.13,58,1,upper_tail_only,-7.50(neg_to_pos),-1.029349260631876,0.0016628864445429326
0.13,60,1,upper_tail_only,-7.50(neg_to_pos),-1.0293491387629468,0.0017201699525031255
0.13,62,1,upper_tail_only,-7.50(neg_to_pos),-1.0293490247565136,0.001777449637493822
0.13,64,1,upper_tail_only,-7.50(neg_to_pos),-1.0293489178754687,0.001834725499898049
0.13,66,1,upper_tail_only,-7.50(neg_to_pos),-1.0293488174720506,0.001891997540098389
0.13,68,1,upper_tail_only,-7.50(neg_to_pos),-1.0293487229747056,0.0019492657584769812
0.13,70,1,upper_tail_only,-7.50(neg_to_pos),-1.0293486338771993,0.0020065301554170745
0.13,72,1,upper_tail_only,-7.50(neg_to_pos),-1.029348549729546,0.0020637907313005854
0.13,74,1,upper_tail_only,-7.50(neg_to_pos),-1.0293484701304068,0.002121047486510097
0.13,76,1,upper_tail_only,-7.50(neg_to_pos),-1.0293483947206892,0.00217830042142797
0.13,78,1,upper_tail_only,-7.50(neg_to_pos),-1.0293483231781306,0.0022355495364367872
0.13,80,1,upper_tail_only,-7.50(neg_to_pos),-1.0293482552126942,0.0022927948319186875
0.13,82,1,upper_tail_only,-7.50(neg_to_pos),-1.02934819056264,0.0023500363082558096
0.13,84,1,upper_tail_only,-7.50(neg_to_pos),-1.0293481289911552,0.002407273965830292
0.13,86,1,upper_tail_only,-7.50(neg_to_pos),-1.029348070283457,0.002464507805024496
0.13,88,1,upper_tail_only,-7.50(neg_to_pos),-1.0293480142442863,0.0025217378262203383
0.13,90,1,upper_tail_only,-7.50(neg_to_pos),-1.0293479606957412,0.002578964029799735
0.13,92,1,upper_tail_only,-7.50(neg_to_pos),-1.0293479094753915,0.0026361864161450477
0.13,94,1,upper_tail_only,-7.50(neg_to_pos),-1.0293478604346284,0.0026934049856377484
0.13,96,1,upper_tail_only,-7.50(neg_to_pos),-1.0293478134372274,0.0027506197386601983
0.13,98,1,upper_tail_only,-7.50(neg_to_pos),-1.0293477683580852,0.0028078306755936477
0.13,100,1,upper_tail_only,-7.50(neg_to_pos),-1.0293477250821068,0.0028650377968204577
0.13,102,1,upper_tail_only,-7.50(neg_to_pos),-1.0293476835032234,0.0029222411027218786
0.13,104,1,upper_tail_only,-7.50(neg_to_pos),-1.0293476435235256,0.0029794405936798274
0.13,106,1,upper_tail_only,-7.50(neg_to_pos),-1.0293476050524943,0.0030366362700757765
0.13,108,1,upper_tail_only,-7.50(neg_to_pos),-1.0293475680063144,0.0030938281322916428
0.13,110,1,upper_tail_only,-7.50(neg_to_pos),-1.0293475323072667,0.0031510161807084547
0.13,112,1,upper_tail_only,-7.50(neg_to_pos),-1.0293474978831831,0.003208200415707907
0.13,114,1,upper_tail_only,-7.50(neg_to_pos),-1.0293474646669614,0.003265380837671472
0.13,116,1,upper_tail_only,-7.50(neg_to_pos),-1.0293474325961256,0.003322557446980623
0.13,118,1,upper_tail_only,-7.50(neg_to_pos),-1.0293474016124349,0.003379730244016388
0.13,120,1,upper_tail_only,-7.50(neg_to_pos),-1.0293473716615331,0.0034368992291600176
0.13,122,1,upper_tail_only,-7.50(neg_to_pos),-1.0293473426926276,0.0034940644027932066
0.13,124,1,upper_tail_only,-7.50(neg_to_pos),-1.0293473146582013,0.0035512257652965395
0.13,126,1,upper_tail_only,-7.50(neg_to_pos),-1.0293472875137564,0.003608383317051489
0.13,128,1,upper_tail_only,-7.50(neg_to_pos),-1.0293472612175742,0.0036655370584388614
0.13,130,1,upper_tail_only,-7.50(neg_to_pos),-1.029347235730505,0.0037226869898399073
0.13,132,1,upper_tail_only,-7.50(neg_to_pos),-1.0293472110157698,0.0037798331116354333
0.13,134,1,upper_tail_only,-7.50(neg_to_pos),-1.0293471870387876,0.003836975424206468
0.13,136,1,upper_tail_only,-7.50(neg_to_pos),-1.0293471637670102,0.0038941139279338177
0.13,138,1,upper_tail_only,-7.50(neg_to_pos),-1.0293471411697768,0.003951248623198067
0.13,140,1,upper_tail_only,-7.50(neg_to_pos),-1.0293471192181771,0.0040083795103804665
0.13,142,1,upper_tail_only,-7.50(neg_to_pos),-1.0293470978849326,0.004065506589861156
0.13,144,1,upper_tail_only,-7.50(neg_to_pos),-1.0293470771442776,0.0041226298620213875
0.13,146,1,upper_tail_only,-7.50(neg_to_pos),-1.0293470569718588,0.0041797493272413
0.13,148,1,upper_tail_only,-7.50(neg_to_pos),-1.0293470373446407,0.004236864985901478
0.13,150,1,upper_tail_only,-7.50(neg_to_pos),-1.0293470182408146,0.004293976838382729
0.13,152,1,upper_tail_only,-7.50(neg_to_pos),-1.0293469996397198,0.004351084885065193
0.13,154,1,upper_tail_only,-7.50(neg_to_pos),-1.0293469815217704,0.004408189126329454
0.13,156,1,upper_tail_only,-7.50(neg_to_pos),-1.0293469638683832,0.004465289562555652
0.13,158,1,upper_tail_only,-7.50(neg_to_pos),-1.0293469466619167,0.004522386194124373
0.13,160,1,upper_tail_only,-7.50(neg_to_pos),-1.0293469298856124,0.0045794790214157555
0.13,162,1,upper_tail_only,-7.50(neg_to_pos),-1.0293469135235362,0.004636568044809941
0.13,164,1,upper_tail_only,-7.50(neg_to_pos),-1.0293468975605355,0.00469365326468707
0.13,166,1,upper_tail_only,-7.50(neg_to_pos),-1.0293468819821854,0.004750734681427282
0.13,168,1,upper_tail_only,-7.50(neg_to_pos),-1.0293468667747474,0.004807812295410718
0.13,170,1,upper_tail_only,-7.50(neg_to_pos),-1.0293468519251316,0.004864886107017297
0.13,172,1,upper_tail_only,-7.50(neg_to_pos),-1.0293468374208556,0.004921956116626713
0.13,174,1,upper_tail_only,-7.50(neg_to_pos),-1.0293468232500107,0.004979022324619331
0.13,176,1,upper_tail_only,-7.50(neg_to_pos),-1.0293468094012308,0.005036084731374624
0.13,178,1,upper_tail_only,-7.50(neg_to_pos),-1.0293467958636584,0.00509314333727251
0.13,180,1,upper_tail_only,-7.50(neg_to_pos),-1.029346782626921,0.005150198142692908
0.13,182,1,upper_tail_only,-7.50(neg_to_pos),-1.029346769681101,0.005207249148015292
0.13,184,1,upper_tail_only,-7.50(neg_to_pos),-1.0293467570167114,0.005264296353619358
0.13,186,1,upper_tail_only,-7.50(neg_to_pos),-1.0293467446246742,0.00532133975988458
0.13,188,1,upper_tail_only,-7.50(neg_to_pos),-1.0293467324962973,0.0053783793671906555
0.13,190,1,upper_tail_only,-7.50(neg_to_pos),-1.0293467206232543,0.005435415175917058
0.13,192,1,upper_tail_only,-7.50(neg_to_pos),-1.0293467089975659,0.005492447186443261
0.13,194,1,upper_tail_only,-7.50(neg_to_pos),-1.029346697611583,0.005549475399148518
0.13,196,1,upper_tail_only,-7.50(neg_to_pos),-1.0293466864579663,0.005606499814412302
0.13,198,1,upper_tail_only,-7.50(neg_to_pos),-1.0293466755296756,0.005663520432613645
0.13,200,1,upper_tail_only,-7.50(neg_to_pos),-1.0293466648199505,0.005720537254132241
0.14,2,1,upper_tail_only,-6.93(neg_to_pos),-1.4332062175212528,5.739454077158257e-5
0.14,4,1,upper_tail_only,-6.93(neg_to_pos),-1.4331532092217083,1.1478524745345275e-4
0.14,6,1,upper_tail_only,-6.93(neg_to_pos),-1.4331355390616807,1.7217212042996977e-4
0.14,8,1,upper_tail_only,-6.93(neg_to_pos),-1.4331267038453772,2.2955516008504873e-4
0.14,10,1,upper_tail_only,-6.93(neg_to_pos),-1.4331214026719818,2.8693436680304885e-4
0.14,12,1,upper_tail_only,-6.93(neg_to_pos),-1.4331178685382122,3.443097409676632e-4
0.14,14,1,upper_tail_only,-6.93(neg_to_pos),-1.4331153441480469,4.0168128296302896e-4
0.14,16,1,upper_tail_only,-6.93(neg_to_pos),-1.4331134508505556,4.590489931728392e-4
0.14,18,1,upper_tail_only,-6.93(neg_to_pos),-1.4331119782829562,5.164128719814531e-4
0.14,20,1,upper_tail_only,-6.93(neg_to_pos),-1.433110800227059,5.737729197723418e-4
0.14,22,1,upper_tail_only,-6.93(neg_to_pos),-1.4331098363619414,6.311291369291983e-4
0.14,24,1,upper_tail_only,-6.93(neg_to_pos),-1.433109033140184,6.884815238359376e-4
0.14,26,1,upper_tail_only,-6.93(neg_to_pos),-1.433108353490418,7.45830080876031e-4
0.14,28,1,upper_tail_only,-6.93(neg_to_pos),-1.4331077709330478,8.031748084333934e-4
0.14,30,1,upper_tail_only,-6.93(neg_to_pos),-1.4331072660496744,8.605157068912739e-4
0.14,32,1,upper_tail_only,-6.93(neg_to_pos),-1.4331068242764795,9.178527766333655e-4
0.14,34,1,upper_tail_only,-6.94(neg_to_pos),-1.4331064344764126,9.751860180431393e-4
0.14,36,1,upper_tail_only,-6.94(neg_to_pos),-1.4331060879873156,0.0010325154315038443
0.14,38,1,upper_tail_only,-6.94(neg_to_pos),-1.433105777970637,0.0010898410173989515
0.14,40,1,upper_tail_only,-6.94(neg_to_pos),-1.4331054989555305,0.0011471627761117098
0.14,42,1,upper_tail_only,-6.94(neg_to_pos),-1.4331052465132132,0.0012044807080255904
0.14,44,1,upper_tail_only,-6.94(neg_to_pos),-1.4331050170201332,0.001261794813523398
0.14,46,1,upper_tail_only,-6.94(neg_to_pos),-1.4331048074829198,0.001319105092988604
0.14,48,1,upper_tail_only,-6.94(neg_to_pos),-1.4331046154070952,0.0013764115468042348
0.14,50,1,upper_tail_only,-6.94(neg_to_pos),-1.4331044386972995,0.0014337141753530958
0.14,52,1,upper_tail_only,-6.94(neg_to_pos),-1.4331042755805328,0.0014910129790186577
0.14,54,1,upper_tail_only,-6.94(neg_to_pos),-1.4331041245464613,0.0015483079581835035
0.14,56,1,upper_tail_only,-6.94(neg_to_pos),-1.433103984300514,0.0016055991132306602
0.14,58,1,upper_tail_only,-6.94(neg_to_pos),-1.4331038537266814,0.0016628864445429326
0.14,60,1,upper_tail_only,-6.94(neg_to_pos),-1.4331037318577522,0.0017201699525031255
0.14,62,1,upper_tail_only,-6.94(neg_to_pos),-1.433103617851319,0.001777449637493822
0.14,64,1,upper_tail_only,-6.94(neg_to_pos),-1.433103510970274,0.001834725499898049
0.14,66,1,upper_tail_only,-6.94(neg_to_pos),-1.433103410566856,0.001891997540098389
0.14,68,1,upper_tail_only,-6.94(neg_to_pos),-1.433103316069511,0.0019492657584769812
0.14,70,1,upper_tail_only,-6.94(neg_to_pos),-1.4331032269720048,0.0020065301554170745
0.14,72,1,upper_tail_only,-6.94(neg_to_pos),-1.4331031428243515,0.0020637907313005854
0.14,74,1,upper_tail_only,-6.94(neg_to_pos),-1.4331030632252122,0.002121047486510097
0.14,76,1,upper_tail_only,-6.94(neg_to_pos),-1.4331029878154946,0.00217830042142797
0.14,78,1,upper_tail_only,-6.94(neg_to_pos),-1.433102916272936,0.0022355495364367872
0.14,80,1,upper_tail_only,-6.94(neg_to_pos),-1.4331028483074997,0.0022927948319186875
0.14,82,1,upper_tail_only,-6.94(neg_to_pos),-1.4331027836574455,0.0023500363082558096
0.14,84,1,upper_tail_only,-6.94(neg_to_pos),-1.4331027220859607,0.002407273965830292
0.14,86,1,upper_tail_only,-6.94(neg_to_pos),-1.4331026633782624,0.002464507805024496
0.14,88,1,upper_tail_only,-6.94(neg_to_pos),-1.4331026073390918,0.0025217378262203383
0.14,90,1,upper_tail_only,-6.94(neg_to_pos),-1.4331025537905466,0.002578964029799735
0.14,92,1,upper_tail_only,-6.94(neg_to_pos),-1.433102502570197,0.0026361864161450477
0.14,94,1,upper_tail_only,-6.94(neg_to_pos),-1.4331024535294339,0.0026934049856377484
0.14,96,1,upper_tail_only,-6.94(neg_to_pos),-1.4331024065320328,0.0027506197386601983
0.14,98,1,upper_tail_only,-6.94(neg_to_pos),-1.4331023614528906,0.0028078306755936477
0.14,100,1,upper_tail_only,-6.94(neg_to_pos),-1.4331023181769122,0.0028650377968204577
0.14,102,1,upper_tail_only,-6.94(neg_to_pos),-1.4331022765980288,0.0029222411027218786
0.14,104,1,upper_tail_only,-6.94(neg_to_pos),-1.433102236618331,0.0029794405936798274
0.14,106,1,upper_tail_only,-6.94(neg_to_pos),-1.4331021981472998,0.0030366362700757765
0.14,108,1,upper_tail_only,-6.94(neg_to_pos),-1.4331021611011199,0.0030938281322916428
0.14,110,1,upper_tail_only,-6.94(neg_to_pos),-1.4331021254020722,0.0031510161807084547
0.14,112,1,upper_tail_only,-6.94(neg_to_pos),-1.4331020909779886,0.003208200415707907
0.14,114,1,upper_tail_only,-6.94(neg_to_pos),-1.4331020577617668,0.003265380837671472
0.14,116,1,upper_tail_only,-6.94(neg_to_pos),-1.433102025690931,0.003322557446980623
0.14,118,1,upper_tail_only,-6.94(neg_to_pos),-1.4331019947072403,0.003379730244016388
0.14,120,1,upper_tail_only,-6.94(neg_to_pos),-1.4331019647563386,0.0034368992291600176
0.14,122,1,upper_tail_only,-6.94(neg_to_pos),-1.433101935787433,0.0034940644027932066
0.14,124,1,upper_tail_only,-6.94(neg_to_pos),-1.4331019077530067,0.0035512257652965395
0.14,126,1,upper_tail_only,-6.94(neg_to_pos),-1.4331018806085618,0.003608383317051489
0.14,128,1,upper_tail_only,-6.94(neg_to_pos),-1.4331018543123797,0.0036655370584388614
0.14,130,1,upper_tail_only,-6.94(neg_to_pos),-1.4331018288253103,0.0037226869898399073
0.14,132,1,upper_tail_only,-6.94(neg_to_pos),-1.4331018041105752,0.0037798331116354333
0.14,134,1,upper_tail_only,-6.94(neg_to_pos),-1.433101780133593,0.003836975424206468
0.14,136,1,upper_tail_only,-6.94(neg_to_pos),-1.4331017568618156,0.0038941139279338177
0.14,138,1,upper_tail_only,-6.94(neg_to_pos),-1.4331017342645822,0.003951248623198067
0.14,140,1,upper_tail_only,-6.94(neg_to_pos),-1.4331017123129826,0.0040083795103804665
0.14,142,1,upper_tail_only,-6.94(neg_to_pos),-1.433101690979738,0.004065506589861156
0.14,144,1,upper_tail_only,-6.94(neg_to_pos),-1.433101670239083,0.0041226298620213875
0.14,146,1,upper_tail_only,-6.94(neg_to_pos),-1.4331016500666642,0.0041797493272413
0.14,148,1,upper_tail_only,-6.94(neg_to_pos),-1.4331016304394462,0.004236864985901478
0.14,150,1,upper_tail_only,-6.94(neg_to_pos),-1.43310161133562,0.004293976838382729
0.14,152,1,upper_tail_only,-6.94(neg_to_pos),-1.4331015927345252,0.004351084885065193
0.14,154,1,upper_tail_only,-6.94(neg_to_pos),-1.4331015746165758,0.004408189126329454
0.14,156,1,upper_tail_only,-6.94(neg_to_pos),-1.4331015569631886,0.004465289562555652
0.14,158,1,upper_tail_only,-6.94(neg_to_pos),-1.4331015397567222,0.004522386194124373
0.14,160,1,upper_tail_only,-6.94(neg_to_pos),-1.4331015229804178,0.0045794790214157555
0.14,162,1,upper_tail_only,-6.94(neg_to_pos),-1.4331015066183417,0.004636568044809941
0.14,164,1,upper_tail_only,-6.94(neg_to_pos),-1.433101490655341,0.00469365326468707
0.14,166,1,upper_tail_only,-6.94(neg_to_pos),-1.4331014750769908,0.004750734681427282
0.14,168,1,upper_tail_only,-6.94(neg_to_pos),-1.4331014598695528,0.004807812295410718
0.14,170,1,upper_tail_only,-6.94(neg_to_pos),-1.433101445019937,0.004864886107017297
0.14,172,1,upper_tail_only,-6.94(neg_to_pos),-1.433101430515661,0.004921956116626713
0.14,174,1,upper_tail_only,-6.94(neg_to_pos),-1.4331014163448161,0.004979022324619331
0.14,176,1,upper_tail_only,-6.94(neg_to_pos),-1.4331014024960362,0.005036084731374624
0.14,178,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013889584638,0.00509314333727251
0.14,180,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013757217264,0.005150198142692908
0.14,182,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013627759064,0.005207249148015292
0.14,184,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013501115168,0.005264296353619358
0.14,186,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013377194797,0.00532133975988458
0.14,188,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013255911027,0.0053783793671906555
0.14,190,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013137180597,0.005435415175917058
0.14,192,1,upper_tail_only,-6.94(neg_to_pos),-1.4331013020923713,0.005492447186443261
0.14,194,1,upper_tail_only,-6.94(neg_to_pos),-1.4331012907063885,0.005549475399148518
0.14,196,1,upper_tail_only,-6.94(neg_to_pos),-1.4331012795527718,0.005606499814412302
0.14,198,1,upper_tail_only,-6.94(neg_to_pos),-1.433101268624481,0.005663520432613645
0.14,200,1,upper_tail_only,-6.94(neg_to_pos),-1.433101257914756,0.005720537254132241
0.15000000000000002,2,1,upper_tail_only,-6.44(neg_to_pos),-1.8809153927773927,5.739454077158257e-5
0.15000000000000002,4,1,upper_tail_only,-6.44(neg_to_pos),-1.8808623844778483,1.1478524745345275e-4
0.15000000000000002,6,1,upper_tail_only,-6.44(neg_to_pos),-1.8808447143178206,1.7217212042996977e-4
0.15000000000000002,8,1,upper_tail_only,-6.44(neg_to_pos),-1.8808358791015172,2.2955516008504873e-4
0.15000000000000002,10,1,upper_tail_only,-6.44(neg_to_pos),-1.8808305779281218,2.8693436680304885e-4
0.15000000000000002,12,1,upper_tail_only,-6.44(neg_to_pos),-1.8808270437943522,3.443097409676632e-4
0.15000000000000002,14,1,upper_tail_only,-6.44(neg_to_pos),-1.8808245194041868,4.0168128296302896e-4
0.15000000000000002,16,1,upper_tail_only,-6.44(neg_to_pos),-1.8808226261066956,4.590489931728392e-4
0.15000000000000002,18,1,upper_tail_only,-6.44(neg_to_pos),-1.8808211535390962,5.164128719814531e-4
0.15000000000000002,20,1,upper_tail_only,-6.44(neg_to_pos),-1.880819975483199,5.737729197723418e-4
0.15000000000000002,22,1,upper_tail_only,-6.44(neg_to_pos),-1.8808190116180814,6.311291369291983e-4
0.15000000000000002,24,1,upper_tail_only,-6.44(neg_to_pos),-1.8808182083963239,6.884815238359376e-4
0.15000000000000002,26,1,upper_tail_only,-6.44(neg_to_pos),-1.880817528746558,7.45830080876031e-4
0.15000000000000002,28,1,upper_tail_only,-6.44(neg_to_pos),-1.8808169461891877,8.031748084333934e-4
0.15000000000000002,30,1,upper_tail_only,-6.44(neg_to_pos),-1.8808164413058144,8.605157068912739e-4
0.15000000000000002,32,1,upper_tail_only,-6.44(neg_to_pos),-1.8808159995326195,9.178527766333655e-4
0.15000000000000002,34,1,upper_tail_only,-6.44(neg_to_pos),-1.8808156097325526,9.751860180431393e-4
0.15000000000000002,36,1,upper_tail_only,-6.44(neg_to_pos),-1.8808152632434556,0.0010325154315038443
0.15000000000000002,38,1,upper_tail_only,-6.44(neg_to_pos),-1.880814953226777,0.0010898410173989515
0.15000000000000002,40,1,upper_tail_only,-6.44(neg_to_pos),-1.8808146742116705,0.0011471627761117098
0.15000000000000002,42,1,upper_tail_only,-6.44(neg_to_pos),-1.8808144217693532,0.0012044807080255904
0.15000000000000002,44,1,upper_tail_only,-6.44(neg_to_pos),-1.8808141922762731,0.001261794813523398
0.15000000000000002,46,1,upper_tail_only,-6.44(neg_to_pos),-1.8808139827390598,0.001319105092988604
0.15000000000000002,48,1,upper_tail_only,-6.44(neg_to_pos),-1.8808137906632352,0.0013764115468042348
0.15000000000000002,50,1,upper_tail_only,-6.44(neg_to_pos),-1.8808136139534395,0.0014337141753530958
0.15000000000000002,52,1,upper_tail_only,-6.44(neg_to_pos),-1.8808134508366727,0.0014910129790186577
0.15000000000000002,54,1,upper_tail_only,-6.44(neg_to_pos),-1.8808132998026013,0.0015483079581835035
0.15000000000000002,56,1,upper_tail_only,-6.44(neg_to_pos),-1.880813159556654,0.0016055991132306602
0.15000000000000002,58,1,upper_tail_only,-6.44(neg_to_pos),-1.8808130289828213,0.0016628864445429326
0.15000000000000002,60,1,upper_tail_only,-6.44(neg_to_pos),-1.8808129071138922,0.0017201699525031255
0.15000000000000002,62,1,upper_tail_only,-6.44(neg_to_pos),-1.880812793107459,0.001777449637493822
0.15000000000000002,64,1,upper_tail_only,-6.44(neg_to_pos),-1.880812686226414,0.001834725499898049
0.15000000000000002,66,1,upper_tail_only,-6.44(neg_to_pos),-1.880812585822996,0.001891997540098389
0.15000000000000002,68,1,upper_tail_only,-6.44(neg_to_pos),-1.880812491325651,0.0019492657584769812
0.15000000000000002,70,1,upper_tail_only,-6.44(neg_to_pos),-1.8808124022281447,0.0020065301554170745
0.15000000000000002,72,1,upper_tail_only,-6.44(neg_to_pos),-1.8808123180804914,0.0020637907313005854
0.15000000000000002,74,1,upper_tail_only,-6.44(neg_to_pos),-1.8808122384813521,0.002121047486510097
0.15000000000000002,76,1,upper_tail_only,-6.44(neg_to_pos),-1.8808121630716346,0.00217830042142797
0.15000000000000002,78,1,upper_tail_only,-6.44(neg_to_pos),-1.880812091529076,0.0022355495364367872
0.15000000000000002,80,1,upper_tail_only,-6.44(neg_to_pos),-1.8808120235636396,0.0022927948319186875
0.15000000000000002,82,1,upper_tail_only,-6.44(neg_to_pos),-1.8808119589135854,0.0023500363082558096
0.15000000000000002,84,1,upper_tail_only,-6.44(neg_to_pos),-1.8808118973421006,0.002407273965830292
0.15000000000000002,86,1,upper_tail_only,-6.44(neg_to_pos),-1.8808118386344024,0.002464507805024496
0.15000000000000002,88,1,upper_tail_only,-6.44(neg_to_pos),-1.8808117825952317,0.0025217378262203383
0.15000000000000002,90,1,upper_tail_only,-6.44(neg_to_pos),-1.8808117290466866,0.002578964029799735
0.15000000000000002,92,1,upper_tail_only,-6.44(neg_to_pos),-1.8808116778263368,0.0026361864161450477
0.15000000000000002,94,1,upper_tail_only,-6.44(neg_to_pos),-1.8808116287855738,0.0026934049856377484
0.15000000000000002,96,1,upper_tail_only,-6.44(neg_to_pos),-1.8808115817881728,0.0027506197386601983
0.15000000000000002,98,1,upper_tail_only,-6.44(neg_to_pos),-1.8808115367090306,0.0028078306755936477
0.15000000000000002,100,1,upper_tail_only,-6.44(neg_to_pos),-1.8808114934330522,0.0028650377968204577
0.15000000000000002,102,1,upper_tail_only,-6.44(neg_to_pos),-1.8808114518541688,0.0029222411027218786
0.15000000000000002,104,1,upper_tail_only,-6.44(neg_to_pos),-1.880811411874471,0.0029794405936798274
0.15000000000000002,106,1,upper_tail_only,-6.44(neg_to_pos),-1.8808113734034397,0.0030366362700757765
0.15000000000000002,108,1,upper_tail_only,-6.44(neg_to_pos),-1.8808113363572598,0.0030938281322916428
0.15000000000000002,110,1,upper_tail_only,-6.44(neg_to_pos),-1.8808113006582121,0.0031510161807084547
0.15000000000000002,112,1,upper_tail_only,-6.44(neg_to_pos),-1.8808112662341285,0.003208200415707907
0.15000000000000002,114,1,upper_tail_only,-6.44(neg_to_pos),-1.8808112330179068,0.003265380837671472
0.15000000000000002,116,1,upper_tail_only,-6.44(neg_to_pos),-1.880811200947071,0.003322557446980623
0.15000000000000002,118,1,upper_tail_only,-6.44(neg_to_pos),-1.8808111699633803,0.003379730244016388
0.15000000000000002,120,1,upper_tail_only,-6.44(neg_to_pos),-1.8808111400124785,0.0034368992291600176
0.15000000000000002,122,1,upper_tail_only,-6.44(neg_to_pos),-1.880811111043573,0.0034940644027932066
0.15000000000000002,124,1,upper_tail_only,-6.44(neg_to_pos),-1.8808110830091467,0.0035512257652965395
0.15000000000000002,126,1,upper_tail_only,-6.44(neg_to_pos),-1.8808110558647018,0.003608383317051489
0.15000000000000002,128,1,upper_tail_only,-6.44(neg_to_pos),-1.8808110295685196,0.0036655370584388614
0.15000000000000002,130,1,upper_tail_only,-6.44(neg_to_pos),-1.8808110040814503,0.0037226869898399073
0.15000000000000002,132,1,upper_tail_only,-6.44(neg_to_pos),-1.8808109793667152,0.0037798331116354333
0.15000000000000002,134,1,upper_tail_only,-6.44(neg_to_pos),-1.880810955389733,0.003836975424206468
0.15000000000000002,136,1,upper_tail_only,-6.44(neg_to_pos),-1.8808109321179556,0.0038941139279338177
0.15000000000000002,138,1,upper_tail_only,-6.44(neg_to_pos),-1.8808109095207222,0.003951248623198067
0.15000000000000002,140,1,upper_tail_only,-6.44(neg_to_pos),-1.8808108875691225,0.0040083795103804665
0.15000000000000002,142,1,upper_tail_only,-6.44(neg_to_pos),-1.880810866235878,0.004065506589861156
0.15000000000000002,144,1,upper_tail_only,-6.44(neg_to_pos),-1.880810845495223,0.0041226298620213875
0.15000000000000002,146,1,upper_tail_only,-6.44(neg_to_pos),-1.8808108253228042,0.0041797493272413
0.15000000000000002,148,1,upper_tail_only,-6.44(neg_to_pos),-1.8808108056955861,0.004236864985901478
0.15000000000000002,150,1,upper_tail_only,-6.44(neg_to_pos),-1.88081078659176,0.004293976838382729
0.15000000000000002,152,1,upper_tail_only,-6.44(neg_to_pos),-1.8808107679906652,0.004351084885065193
0.15000000000000002,154,1,upper_tail_only,-6.44(neg_to_pos),-1.8808107498727158,0.004408189126329454
0.15000000000000002,156,1,upper_tail_only,-6.44(neg_to_pos),-1.8808107322193286,0.004465289562555652
0.15000000000000002,158,1,upper_tail_only,-6.44(neg_to_pos),-1.8808107150128621,0.004522386194124373
0.15000000000000002,160,1,upper_tail_only,-6.44(neg_to_pos),-1.8808106982365578,0.0045794790214157555
0.15000000000000002,162,1,upper_tail_only,-6.44(neg_to_pos),-1.8808106818744816,0.004636568044809941
0.15000000000000002,164,1,upper_tail_only,-6.44(neg_to_pos),-1.880810665911481,0.00469365326468707
0.15000000000000002,166,1,upper_tail_only,-6.44(neg_to_pos),-1.8808106503331308,0.004750734681427282
0.15000000000000002,168,1,upper_tail_only,-6.44(neg_to_pos),-1.8808106351256928,0.004807812295410718
0.15000000000000002,170,1,upper_tail_only,-6.44(neg_to_pos),-1.880810620276077,0.004864886107017297
0.15000000000000002,172,1,upper_tail_only,-6.44(neg_to_pos),-1.880810605771801,0.004921956116626713
0.15000000000000002,174,1,upper_tail_only,-6.44(neg_to_pos),-1.880810591600956,0.004979022324619331
0.15000000000000002,176,1,upper_tail_only,-6.44(neg_to_pos),-1.8808105777521762,0.005036084731374624
0.15000000000000002,178,1,upper_tail_only,-6.44(neg_to_pos),-1.8808105642146038,0.00509314333727251
0.15000000000000002,180,1,upper_tail_only,-6.44(neg_to_pos),-1.8808105509778663,0.005150198142692908
0.15000000000000002,182,1,upper_tail_only,-6.44(neg_to_pos),-1.8808105380320463,0.005207249148015292
0.15000000000000002,184,1,upper_tail_only,-6.44(neg_to_pos),-1.8808105253676568,0.005264296353619358
0.15000000000000002,186,1,upper_tail_only,-6.44(neg_to_pos),-1.8808105129756196,0.00532133975988458
