delta,S,nu_min,H_at_nu_min,H_at_minus_10,H_at_plus_10,H_left_boundary,H_right_boundary
0.08,172,NA,NA,0.4680844570518241,0.004921956116626713,NA,1.1991529797795295
0.08,177,NA,NA,0.4680844918784772,0.005064614509407095,NA,1.1991581474353301
0.08,182,NA,NA,0.46808452479157925,0.005207249148015292,NA,1.19916303118257
0.08,187,NA,NA,0.46808455594462295,0.005349860038383891,NA,1.199167653792433
0.08,192,NA,NA,0.46808458547511345,0.005492447186443261,NA,1.1991720356643303
0.08,197,NA,NA,0.46808461350659547,0.005635010598122214,NA,1.1991761951268602
0.09,2,NA,NA,0.22678689155210252,5.739454077158257e-5,NA,1.1015675439836587
0.09,7,NA,NA,0.2268626186955789,2.0086411939868043e-4,NA,1.1126762760625004
0.09,12,NA,NA,0.22687524053514352,3.443097409676632e-4,NA,1.1145418392875501
0.09,17,NA,NA,0.22688043781709766,4.8773141147839816e-4,NA,1.1153111934254993
0.09,22,NA,NA,0.22688327271141517,6.311291369289762e-4,NA,1.1157311320356817
0.09,27,NA,NA,0.22688505764967282,7.74502923316156e-4,NA,1.115995643262531
0.09,32,NA,NA,0.22688628479687578,9.178527766333655e-4,NA,1.1161775420153726
0.09,37,NA,NA,0.22688718028377908,0.0010611787028731445,NA,1.1163103032670332
0.09,42,NA,NA,0.22688786256014204,0.0012044807080255904,NA,1.1164114684754822
0.09,47,NA,NA,0.22688839967170216,0.00134775879807858,NA,1.1164911175562109
0.09,52,NA,NA,0.22688883349282296,0.0014910129790186577,NA,1.116555454899189
0.09,57,NA,NA,0.22688919120514006,0.0016342432568297038,NA,1.116608508614747
0.09,62,NA,NA,0.22688949122203628,0.001777449637494044,NA,1.1166530078065309
0.09,67,NA,NA,0.2268897464603743,0.0019206321269913396,NA,1.1166908671430211
0.09,72,NA,NA,0.22688996624900382,0.0020637907313003634,NA,1.1167234695756036
0.09,77,NA,NA,0.22689015749370123,0.002206925456397224,NA,1.1167518389329354
0.09,82,NA,NA,0.2268903254159098,0.0023500363082555875,NA,1.1167767493851293
0.09,87,NA,NA,0.22689047403674278,0.0024931232928482316,NA,1.1167987971696185
0.09,92,NA,NA,0.22689060650315795,0.0026361864161450477,NA,1.1168184489328006
0.09,97,NA,NA,0.22689072531326016,0.0027792256841141505,NA,1.1168360751234867
0.09,102,NA,NA,0.22689083247532693,0.0029222411027218786,NA,1.1168519735665048
0.09,107,NA,NA,0.22689092962225832,0.00306523267793235,NA,1.1168663864280206
0.09,112,NA,NA,0.22689101809536671,0.003208200415707907,NA,1.1168795126373103
0.09,117,NA,NA,0.2268910990066786,0.00335114432200867,NA,1.1168915171239688
0.09,122,NA,NA,0.22689117328592268,0.0034940644027932066,NA,1.1169025377840112
0.09,127,NA,NA,0.22689124171641284,0.003636960664017419,NA,1.116912690800676
0.09,132,NA,NA,0.22689130496278054,0.0037798331116354333,NA,1.1169220747561228
0.09,137,NA,NA,0.22689136359262863,0.003922681751600043,NA,1.1169307738428778
0.09,142,NA,NA,0.22689141809361768,0.004065506589861156,NA,1.116938860396897
0.09,147,NA,NA,0.22689146888705958,0.0042083076323675694,NA,1.116946396913733
0.09,152,NA,NA,0.22689151633883053,0.004351084885065193,NA,1.1169534376668309
0.09,157,NA,NA,0.22689156076819783,0.004493838353898605,NA,1.116960030016628
0.09,162,NA,NA,0.2268916024550136,0.004636568044809941,NA,1.1169662154772553
0.09,167,NA,NA,0.22689164164561504,0.004779273963739783,NA,1.1169720305916364
0.09,172,NA,NA,0.22689167855769465,0.004921956116626713,NA,1.1169775076539699
0.09,177,NA,NA,0.22689171338434777,0.005064614509407095,NA,1.1169826753097705
0.09,182,NA,NA,0.2268917462974498,0.005207249148015292,NA,1.1169875590570104
0.09,187,NA,NA,0.2268917774504935,0.005349860038383891,NA,1.1169921816668733
0.09,192,NA,NA,0.226891806980984,0.005492447186443261,NA,1.1169965635387706
0.09,197,NA,NA,0.22689183501246601,0.005635010598122214,NA,1.1170007230013006
0.09999999999999999,2,NA,NA,-0.04053202035614056,5.739454077158257e-5,NA,1.0147829269405717
0.09999999999999999,7,NA,NA,-0.040456293212664196,2.0086411939868043e-4,NA,1.0258916590194134
0.09999999999999999,12,NA,NA,-0.040443671373099566,3.443097409676632e-4,NA,1.027757222244463
0.09999999999999999,17,NA,NA,-0.04043847409114543,4.8773141147839816e-4,NA,1.0285265763824123
0.09999999999999999,22,NA,NA,-0.04043563919682791,6.311291369289762e-4,NA,1.0289465149925947
0.09999999999999999,27,NA,NA,-0.04043385425857027,7.74502923316156e-4,NA,1.029211026219444
0.09999999999999999,32,NA,NA,-0.0404326271113673,9.178527766333655e-4,NA,1.0293929249722855
0.09999999999999999,37,NA,NA,-0.04043173162446401,0.0010611787028731445,NA,1.0295256862239461
0.09999999999999999,42,NA,NA,-0.040431049348101045,0.0012044807080255904,NA,1.0296268514323952
0.09999999999999999,47,NA,NA,-0.04043051223654093,0.00134775879807858,NA,1.0297065005131238
0.09999999999999999,52,NA,NA,-0.04043007841542012,0.0014910129790186577,NA,1.029770837856102
0.09999999999999999,57,NA,NA,-0.04042972070310302,0.0016342432568297038,NA,1.02982389157166
0.09999999999999999,62,NA,NA,-0.04042942068620681,0.001777449637494044,NA,1.0298683907634438
0.09999999999999999,67,NA,NA,-0.04042916544786879,0.0019206321269913396,NA,1.029906250099934
0.09999999999999999,72,NA,NA,-0.04042894565923927,0.0020637907313003634,NA,1.0299388525325166
0.09999999999999999,77,NA,NA,-0.040428754414541856,0.002206925456397224,NA,1.0299672218898484
0.09999999999999999,82,NA,NA,-0.040428586492333274,0.0023500363082555875,NA,1.0299921323420422
0.09999999999999999,87,NA,NA,-0.0404284378715003,0.0024931232928482316,NA,1.0300141801265315
0.09999999999999999,92,NA,NA,-0.04042830540508513,0.0026361864161450477,NA,1.0300338318897135
0.09999999999999999,97,NA,NA,-0.04042818659498293,0.0027792256841141505,NA,1.0300514580803997
0.09999999999999999,102,NA,NA,-0.04042807943291615,0.0029222411027218786,NA,1.0300673565234177
0.09999999999999999,107,NA,NA,-0.040427982285984765,0.00306523267793235,NA,1.0300817693849336
0.09999999999999999,112,NA,NA,-0.04042789381287637,0.003208200415707907,NA,1.0300948955942233
0.09999999999999999,117,NA,NA,-0.0404278129015645,0.00335114432200867,NA,1.0301069000808818
0.09999999999999999,122,NA,NA,-0.04042773862232041,0.0034940644027932066,NA,1.0301179207409241
0.09999999999999999,127,NA,NA,-0.040427670191830245,0.003636960664017419,NA,1.0301280737575889
0.09999999999999999,132,NA,NA,-0.040427606945462546,0.0037798331116354333,NA,1.0301374577130358
0.09999999999999999,137,NA,NA,-0.04042754831561446,0.003922681751600043,NA,1.0301461567997907
0.09999999999999999,142,NA,NA,-0.040427493814625404,0.004065506589861156,NA,1.03015424335381
0.09999999999999999,147,NA,NA,-0.04042744302118351,0.0042083076323675694,NA,1.030161779870646
0.09999999999999999,152,NA,NA,-0.04042739556941255,0.004351084885065193,NA,1.0301688206237438
0.09999999999999999,157,NA,NA,-0.04042735114004525,0.004493838353898605,NA,1.030175412973541
0.09999999999999999,162,NA,NA,-0.040427309453229476,0.004636568044809941,NA,1.0301815984341682
0.09999999999999999,167,NA,NA,-0.040427270262628046,0.004779273963739783,NA,1.0301874135485494
0.09999999999999999,172,NA,NA,-0.04042723335054843,0.004921956116626713,NA,1.0301928906108828
0.09999999999999999,177,NA,NA,-0.040427198523895314,0.005064614509407095,NA,1.0301980582666834
0.09999999999999999,182,NA,NA,-0.04042716561079329,0.005207249148015292,NA,1.0302029420139234
0.09999999999999999,187,NA,NA,-0.04042713445774959,0.005349860038383891,NA,1.0302075646237863
0.09999999999999999,192,NA,NA,-0.040427104927259094,0.005492447186443261,NA,1.0302119464956836
0.09999999999999999,197,NA,NA,-0.04042707689577707,0.005635010598122214,NA,1.0302161059582136
0.11,2,NA,NA,-0.3368361421259549,5.739454077158257e-5,NA,0.9231220575747219
0.11,7,NA,NA,-0.33676041498247855,2.0086411939868043e-4,NA,0.9342307896535635
0.11,12,NA,NA,-0.3367477931429139,3.443097409676632e-4,NA,0.9360963528786133
0.11,17,NA,NA,-0.3367425958609598,4.8773141147839816e-4,NA,0.9368657070165625
0.11,22,NA,NA,-0.33673976096664227,6.311291369289762e-4,NA,0.9372856456267449
0.11,27,NA,NA,-0.3367379760283846,7.74502923316156e-4,NA,0.9375501568535942
0.11,32,NA,NA,-0.33673674888118166,9.178527766333655e-4,NA,0.9377320556064357
0.11,37,NA,NA,-0.33673585339427836,0.0010611787028731445,NA,0.9378648168580963
0.11,42,NA,NA,-0.3367351711179154,0.0012044807080255904,NA,0.9379659820665454
0.11,47,NA,NA,-0.3367346340063553,0.00134775879807858,NA,0.938045631147274
0.11,52,NA,NA,-0.3367342001852345,0.0014910129790186577,NA,0.9381099684902521
0.11,57,NA,NA,-0.3367338424729174,0.0016342432568297038,NA,0.9381630222058102
0.11,62,NA,NA,-0.33673354245602116,0.001777449637494044,NA,0.938207521397594
0.11,67,NA,NA,-0.33673328721768314,0.0019206321269913396,NA,0.9382453807340843
0.11,72,NA,NA,-0.3367330674290536,0.0020637907313003634,NA,0.9382779831666668
0.11,77,NA,NA,-0.3367328761843562,0.002206925456397224,NA,0.9383063525239985
0.11,82,NA,NA,-0.33673270826214763,0.0023500363082555875,NA,0.9383312629761924
0.11,87,NA,NA,-0.33673255964131465,0.0024931232928482316,NA,0.9383533107606816
0.11,92,NA,NA,-0.3367324271748995,0.0026361864161450477,NA,0.9383729625238637
0.11,97,NA,NA,-0.3367323083647973,0.0027792256841141505,NA,0.9383905887145498
0.11,102,NA,NA,-0.3367322012027305,0.0029222411027218786,NA,0.9384064871575679
0.11,107,NA,NA,-0.3367321040557991,0.00306523267793235,NA,0.9384209000190837
0.11,112,NA,NA,-0.3367320155826907,0.003208200415707907,NA,0.9384340262283735
0.11,117,NA,NA,-0.33673193467137885,0.00335114432200867,NA,0.938446030715032
0.11,122,NA,NA,-0.33673186039213476,0.0034940644027932066,NA,0.9384570513750743
0.11,127,NA,NA,-0.3367317919616446,0.003636960664017419,NA,0.938467204391739
0.11,132,NA,NA,-0.3367317287152769,0.0037798331116354333,NA,0.938476588347186
0.11,137,NA,NA,-0.3367316700854288,0.003922681751600043,NA,0.9384852874339409
0.11,142,NA,NA,-0.33673161558443976,0.004065506589861156,NA,0.9384933739879602
0.11,147,NA,NA,-0.33673156479099786,0.0042083076323675694,NA,0.9385009105047961
0.11,152,NA,NA,-0.3367315173392269,0.004351084885065193,NA,0.938507951257894
0.11,157,NA,NA,-0.3367314729098596,0.004493838353898605,NA,0.9385145436076912
0.11,162,NA,NA,-0.33673143122304383,0.004636568044809941,NA,0.9385207290683184
0.11,167,NA,NA,-0.3367313920324424,0.004779273963739783,NA,0.9385265441826995
0.11,172,NA,NA,-0.3367313551203628,0.004921956116626713,NA,0.938532021245033
0.11,177,NA,NA,-0.33673132029370967,0.005064614509407095,NA,0.9385371889008336
0.11,182,NA,NA,-0.33673128738060765,0.005207249148015292,NA,0.9385420726480735
0.11,187,NA,NA,-0.33673125622756395,0.005349860038383891,NA,0.9385466952579364
0.11,192,NA,NA,-0.33673122669707345,0.005492447186443261,NA,0.9385510771298338
0.11,197,NA,NA,-0.3367311986655914,0.005635010598122214,NA,0.9385552365923637
0.12,2,NA,NA,-0.6653005573542008,5.739454077158257e-5,NA,0.8263018791023888
0.12,7,NA,NA,-0.6652248302107244,2.0086411939868043e-4,NA,0.8374106111812305
0.12,12,NA,NA,-0.6652122083711598,3.443097409676632e-4,NA,0.8392761744062802
0.12,17,NA,NA,-0.6652070110892057,4.8773141147839816e-4,NA,0.8400455285442294
0.12,22,NA,NA,-0.6652041761948881,6.311291369289762e-4,NA,0.8404654671544118
0.12,27,NA,NA,-0.6652023912566305,7.74502923316156e-4,NA,0.8407299783812612
0.12,32,NA,NA,-0.6652011641094275,9.178527766333655e-4,NA,0.8409118771341026
0.12,37,NA,NA,-0.6652002686225242,0.0010611787028731445,NA,0.8410446383857633
0.12,42,NA,NA,-0.6651995863461613,0.0012044807080255904,NA,0.8411458035942123
0.12,47,NA,NA,-0.6651990492346012,0.00134775879807858,NA,0.841225452674941
0.12,52,NA,NA,-0.6651986154134804,0.0014910129790186577,NA,0.841289790017919
0.12,57,NA,NA,-0.6651982577011633,0.0016342432568297038,NA,0.8413428437334771
0.12,62,NA,NA,-0.665197957684267,0.001777449637494044,NA,0.841387342925261
0.12,67,NA,NA,-0.665197702445929,0.0019206321269913396,NA,0.8414252022617512
0.12,72,NA,NA,-0.6651974826572995,0.0020637907313003634,NA,0.8414578046943337
0.12,77,NA,NA,-0.6651972914126021,0.002206925456397224,NA,0.8414861740516655
0.12,82,NA,NA,-0.6651971234903935,0.0023500363082555875,NA,0.8415110845038594
0.12,87,NA,NA,-0.6651969748695605,0.0024931232928482316,NA,0.8415331322883486
0.12,92,NA,NA,-0.6651968424031454,0.0026361864161450477,NA,0.8415527840515307
0.12,97,NA,NA,-0.6651967235930432,0.0027792256841141505,NA,0.8415704102422168
0.12,102,NA,NA,-0.6651966164309764,0.0029222411027218786,NA,0.8415863086852349
0.12,107,NA,NA,-0.665196519284045,0.00306523267793235,NA,0.8416007215467507
0.12,112,NA,NA,-0.6651964308109366,0.003208200415707907,NA,0.8416138477560404
0.12,117,NA,NA,-0.6651963498996247,0.00335114432200867,NA,0.8416258522426989
0.12,122,NA,NA,-0.6651962756203806,0.0034940644027932066,NA,0.8416368729027413
0.12,127,NA,NA,-0.6651962071898905,0.003636960664017419,NA,0.841647025919406
0.12,132,NA,NA,-0.6651961439435228,0.0037798331116354333,NA,0.8416564098748529
0.12,137,NA,NA,-0.6651960853136747,0.003922681751600043,NA,0.8416651089616078
0.12,142,NA,NA,-0.6651960308126856,0.004065506589861156,NA,0.8416731955156271
0.12,147,NA,NA,-0.6651959800192437,0.0042083076323675694,NA,0.8416807320324631
0.12,152,NA,NA,-0.6651959325674728,0.004351084885065193,NA,0.841687772785561
0.12,157,NA,NA,-0.6651958881381055,0.004493838353898605,NA,0.8416943651353581
0.12,162,NA,NA,-0.6651958464512897,0.004636568044809941,NA,0.8417005505959854
0.12,167,NA,NA,-0.6651958072606883,0.004779273963739783,NA,0.8417063657103665
0.12,172,NA,NA,-0.6651957703486087,0.004921956116626713,NA,0.8417118427727
0.12,177,NA,NA,-0.6651957355219555,0.005064614509407095,NA,0.8417170104285006
0.12,182,NA,NA,-0.6651957026088535,0.005207249148015292,NA,0.8417218941757405
0.12,187,NA,NA,-0.6651956714558098,0.005349860038383891,NA,0.8417265167856034
0.12,192,NA,NA,-0.6651956419253193,0.005492447186443261,NA,0.8417308986575007
0.12,197,NA,NA,-0.6651956138938373,0.005635010598122214,NA,0.8417350581200307
0.13,2,NA,NA,-1.0294516244264473,5.739454077158257e-5,NA,0.724022406302941
0.13,7,NA,NA,-1.029375897282971,2.0086411939868043e-4,NA,0.7351311383817827
0.13,12,NA,NA,-1.0293632754434063,3.443097409676632e-4,NA,0.7369967016068324
0.13,17,NA,NA,-1.0293580781614522,4.8773141147839816e-4,NA,0.7377660557447816
0.13,22,NA,NA,-1.0293552432671347,6.311291369289762e-4,NA,0.738185994354964
0.13,27,NA,NA,-1.029353458328877,7.74502923316156e-4,NA,0.7384505055818134
0.13,32,NA,NA,-1.029352231181674,9.178527766333655e-4,NA,0.7386324043346548
0.13,37,NA,NA,-1.0293513356947708,0.0010611787028731445,NA,0.7387651655863154
0.13,42,NA,NA,-1.0293506534184078,0.0012044807080255904,NA,0.7388663307947645
0.13,47,NA,NA,-1.0293501163068477,0.00134775879807858,NA,0.7389459798754932
0.13,52,NA,NA,-1.029349682485727,0.0014910129790186577,NA,0.7390103172184712
0.13,57,NA,NA,-1.0293493247734098,0.0016342432568297038,NA,0.7390633709340293
0.13,62,NA,NA,-1.0293490247565136,0.001777449637494044,NA,0.7391078701258131
0.13,67,NA,NA,-1.0293487695181756,0.0019206321269913396,NA,0.7391457294623034
0.13,72,NA,NA,-1.029348549729546,0.0020637907313003634,NA,0.7391783318948859
0.13,77,NA,NA,-1.0293483584848486,0.002206925456397224,NA,0.7392067012522177
0.13,82,NA,NA,-1.02934819056264,0.0023500363082555875,NA,0.7392316117044115
0.13,87,NA,NA,-1.029348041941807,0.0024931232928482316,NA,0.7392536594889008
0.13,92,NA,NA,-1.029347909475392,0.0026361864161450477,NA,0.7392733112520828
0.13,97,NA,NA,-1.0293477906652897,0.0027792256841141505,NA,0.739290937442769
0.13,102,NA,NA,-1.029347683503223,0.0029222411027218786,NA,0.739306835885787
0.13,107,NA,NA,-1.0293475863562915,0.00306523267793235,NA,0.7393212487473029
0.13,112,NA,NA,-1.0293474978831831,0.003208200415707907,NA,0.7393343749565926
0.13,117,NA,NA,-1.0293474169718713,0.00335114432200867,NA,0.7393463794432511
0.13,122,NA,NA,-1.0293473426926272,0.0034940644027932066,NA,0.7393574001032934
0.13,127,NA,NA,-1.029347274262137,0.003636960664017419,NA,0.7393675531199582
0.13,132,NA,NA,-1.0293472110157693,0.0037798331116354333,NA,0.7393769370754051
0.13,137,NA,NA,-1.0293471523859212,0.003922681751600043,NA,0.73938563616216
0.13,142,NA,NA,-1.0293470978849322,0.004065506589861156,NA,0.7393937227161793
0.13,147,NA,NA,-1.0293470470914903,0.0042083076323675694,NA,0.7394012592330153
0.13,152,NA,NA,-1.0293469996397193,0.004351084885065193,NA,0.7394082999861131
0.13,157,NA,NA,-1.029346955210352,0.004493838353898605,NA,0.7394148923359103
0.13,162,NA,NA,-1.0293469135235362,0.004636568044809941,NA,0.7394210777965375
0.13,167,NA,NA,-1.0293468743329348,0.004779273963739783,NA,0.7394268929109187
0.13,172,NA,NA,-1.0293468374208552,0.004921956116626713,NA,0.7394323699732521
0.13,177,NA,NA,-1.029346802594202,0.005064614509407095,NA,0.7394375376290527
0.13,182,NA,NA,-1.0293467696811,0.005207249148015292,NA,0.7394424213762927
0.13,187,NA,NA,-1.0293467385280564,0.005349860038383891,NA,0.7394470439861556
0.13,192,NA,NA,-1.0293467089975659,0.005492447186443261,NA,0.7394514258580529
0.13,197,NA,NA,-1.0293466809660838,0.005635010598122214,NA,0.7394555853205829
0.14,2,NA,NA,-1.4332062175212528,5.739454077158257e-5,NA,0.6159656847937613
0.14,7,NA,NA,-1.4331304903777764,2.0086411939868043e-4,NA,0.627074416872603
0.14,12,NA,NA,-1.4331178685382118,3.443097409676632e-4,NA,0.6289399800976527
0.14,17,NA,NA,-1.4331126712562576,4.8773141147839816e-4,NA,0.6297093342356019
0.14,22,NA,NA,-1.4331098363619401,6.311291369289762e-4,NA,0.6301292728457843
0.14,27,NA,NA,-1.4331080514236825,7.74502923316156e-4,NA,0.6303937840726337
0.14,32,NA,NA,-1.4331068242764795,9.178527766333655e-4,NA,0.6305756828254752
0.14,37,NA,NA,-1.4331059287895762,0.0010611787028731445,NA,0.6307084440771358
0.14,42,NA,NA,-1.4331052465132132,0.0012044807080255904,NA,0.6308096092855848
0.14,47,NA,NA,-1.4331047094016531,0.00134775879807858,NA,0.6308892583663135
0.14,52,NA,NA,-1.4331042755805323,0.0014910129790186577,NA,0.6309535957092915
0.14,57,NA,NA,-1.4331039178682152,0.0016342432568297038,NA,0.6310066494248496
0.14,62,NA,NA,-1.433103617851319,0.001777449637494044,NA,0.6310511486166335
0.14,67,NA,NA,-1.433103362612981,0.0019206321269913396,NA,0.6310890079531237
0.14,72,NA,NA,-1.4331031428243515,0.0020637907313003634,NA,0.6311216103857062
0.14,77,NA,NA,-1.433102951579654,0.002206925456397224,NA,0.631149979743038
0.14,82,NA,NA,-1.4331027836574455,0.0023500363082555875,NA,0.6311748901952319
0.14,87,NA,NA,-1.4331026350366125,0.0024931232928482316,NA,0.6311969379797211
0.14,92,NA,NA,-1.4331025025701973,0.0026361864161450477,NA,0.6312165897429032
0.14,97,NA,NA,-1.4331023837600951,0.0027792256841141505,NA,0.6312342159335893
0.14,102,NA,NA,-1.4331022765980284,0.0029222411027218786,NA,0.6312501143766074
0.14,107,NA,NA,-1.433102179451097,0.00306523267793235,NA,0.6312645272381232
0.14,112,NA,NA,-1.4331020909779886,0.003208200415707907,NA,0.6312776534474129
0.14,117,NA,NA,-1.4331020100666767,0.00335114432200867,NA,0.6312896579340714
0.14,122,NA,NA,-1.4331019357874326,0.0034940644027932066,NA,0.6313006785941138
0.14,127,NA,NA,-1.4331018673569424,0.003636960664017419,NA,0.6313108316107785
0.14,132,NA,NA,-1.4331018041105748,0.0037798331116354333,NA,0.6313202155662254
0.14,137,NA,NA,-1.4331017454807267,0.003922681751600043,NA,0.6313289146529804
0.14,142,NA,NA,-1.4331016909797376,0.004065506589861156,NA,0.6313370012069996
0.14,147,NA,NA,-1.4331016401862957,0.0042083076323675694,NA,0.6313445377238356
0.14,152,NA,NA,-1.4331015927345248,0.004351084885065193,NA,0.6313515784769335
0.14,157,NA,NA,-1.4331015483051575,0.004493838353898605,NA,0.6313581708267306
0.14,162,NA,NA,-1.4331015066183417,0.004636568044809941,NA,0.6313643562873579
0.14,167,NA,NA,-1.4331014674277402,0.004779273963739783,NA,0.631370171401739
0.14,172,NA,NA,-1.4331014305156606,0.004921956116626713,NA,0.6313756484640725
0.14,177,NA,NA,-1.4331013956890075,0.005064614509407095,NA,0.6313808161198731
0.14,182,NA,NA,-1.4331013627759055,0.005207249148015292,NA,0.631385699867113
0.14,187,NA,NA,-1.4331013316228618,0.005349860038383891,NA,0.6313903224769759
0.14,192,NA,NA,-1.4331013020923713,0.005492447186443261,NA,0.6313947043488732
0.14,197,NA,NA,-1.4331012740608893,0.005635010598122214,NA,0.6313988638114032
0.15000000000000002,2,NA,NA,-1.8809153927773927,5.739454077158257e-5,NA,0.501794684659508
0.15000000000000002,7,NA,NA,-1.8808396656339164,2.0086411939868043e-4,NA,0.5129034167383497
0.15000000000000002,12,NA,NA,-1.8808270437943517,3.443097409676632e-4,NA,0.5147689799633994
0.15000000000000002,17,NA,NA,-1.8808218465123976,4.8773141147839816e-4,NA,0.5155383341013486
0.15000000000000002,22,NA,NA,-1.88081901161808,6.311291369289762e-4,NA,0.515958272711531
0.15000000000000002,27,NA,NA,-1.8808172266798224,7.74502923316156e-4,NA,0.5162227839383804
0.15000000000000002,32,NA,NA,-1.8808159995326195,9.178527766333655e-4,NA,0.5164046826912219
0.15000000000000002,37,NA,NA,-1.8808151040457162,0.0010611787028731445,NA,0.5165374439428825
0.15000000000000002,42,NA,NA,-1.8808144217693532,0.0012044807080255904,NA,0.5166386091513315
0.15000000000000002,47,NA,NA,-1.880813884657793,0.00134775879807858,NA,0.5167182582320602
0.15000000000000002,52,NA,NA,-1.8808134508366723,0.0014910129790186577,NA,0.5167825955750383
0.15000000000000002,57,NA,NA,-1.8808130931243552,0.0016342432568297038,NA,0.5168356492905963
0.15000000000000002,62,NA,NA,-1.880812793107459,0.001777449637494044,NA,0.5168801484823802
0.15000000000000002,67,NA,NA,-1.880812537869121,0.0019206321269913396,NA,0.5169180078188704
0.15000000000000002,72,NA,NA,-1.8808123180804914,0.0020637907313003634,NA,0.516950610251453
0.15000000000000002,77,NA,NA,-1.880812126835794,0.002206925456397224,NA,0.5169789796087847
0.15000000000000002,82,NA,NA,-1.8808119589135854,0.0023500363082555875,NA,0.5170038900609786
0.15000000000000002,87,NA,NA,-1.8808118102927525,0.0024931232928482316,NA,0.5170259378454678
0.15000000000000002,92,NA,NA,-1.8808116778263373,0.0026361864161450477,NA,0.5170455896086499
0.15000000000000002,97,NA,NA,-1.880811559016235,0.0027792256841141505,NA,0.517063215799336
0.15000000000000002,102,NA,NA,-1.8808114518541683,0.0029222411027218786,NA,0.5170791142423541
0.15000000000000002,107,NA,NA,-1.880811354707237,0.00306523267793235,NA,0.5170935271038699
0.15000000000000002,112,NA,NA,-1.8808112662341285,0.003208200415707907,NA,0.5171066533131596
0.15000000000000002,117,NA,NA,-1.8808111853228167,0.00335114432200867,NA,0.5171186577998181
0.15000000000000002,122,NA,NA,-1.8808111110435726,0.0034940644027932066,NA,0.5171296784598605
0.15000000000000002,127,NA,NA,-1.8808110426130824,0.003636960664017419,NA,0.5171398314765252
0.15000000000000002,132,NA,NA,-1.8808109793667147,0.0037798331116354333,NA,0.5171492154319721
0.15000000000000002,137,NA,NA,-1.8808109207368666,0.003922681751600043,NA,0.5171579145187271
0.15000000000000002,142,NA,NA,-1.8808108662358776,0.004065506589861156,NA,0.5171660010727464
0.15000000000000002,147,NA,NA,-1.8808108154424357,0.0042083076323675694,NA,0.5171735375895823
0.15000000000000002,152,NA,NA,-1.8808107679906647,0.004351084885065193,NA,0.5171805783426802
0.15000000000000002,157,NA,NA,-1.8808107235612974,0.004493838353898605,NA,0.5171871706924773
0.15000000000000002,162,NA,NA,-1.8808106818744816,0.004636568044809941,NA,0.5171933561531046
0.15000000000000002,167,NA,NA,-1.8808106426838802,0.004779273963739783,NA,0.5171991712674857
0.15000000000000002,172,NA,NA,-1.8808106057718006,0.004921956116626713,NA,0.5172046483298192
0.15000000000000002,177,NA,NA,-1.8808105709451475,0.005064614509407095,NA,0.5172098159856198
0.15000000000000002,182,NA,NA,-1.8808105380320455,0.005207249148015292,NA,0.5172146997328597
0.15000000000000002,187,NA,NA,-1.8808105068790018,0.005349860038383891,NA,0.5172193223427226
0.15000000000000002,192,NA,NA,-1.8808104773485113,0.005492447186443261,NA,0.5172237042146199
0.15000000000000002,197,NA,NA,-1.8808104493170292,0.005635010598122214,NA,0.5172278636771499
0.16,2,NA,NA,-2.37741298325641,5.739454077158257e-5,NA,0.3811521241943452
0.16,7,NA,NA,-2.377337256112934,2.0086411939868043e-4,NA,0.39226085627318685
0.16,12,NA,NA,-2.377324634273369,3.443097409676632e-4,NA,0.39412641949823657
0.16,17,NA,NA,-2.377319436991415,4.8773141147839816e-4,NA,0.3948957736361858
0.16,22,NA,NA,-2.3773166020970975,6.311291369289762e-4,NA,0.3953157122463682
0.16,27,NA,NA,-2.37731481715884,7.74502923316156e-4,NA,0.39558022347321753
0.16,32,NA,NA,-2.377313590011637,9.178527766333655e-4,NA,0.395762122226059
0.16,37,NA,NA,-2.3773126945247336,0.0010611787028731445,NA,0.3958948834777196
0.16,42,NA,NA,-2.3773120122483706,0.0012044807080255904,NA,0.39599604868616867
0.16,47,NA,NA,-2.3773114751368105,0.00134775879807858,NA,0.39607569776689733
0.16,52,NA,NA,-2.3773110413156897,0.0014910129790186577,NA,0.3961400351098754
0.16,57,NA,NA,-2.3773106836033726,0.0016342432568297038,NA,0.39619308882543347
0.16,62,NA,NA,-2.3773103835864764,0.001777449637494044,NA,0.3962375880172173
0.16,67,NA,NA,-2.3773101283481384,0.0019206321269913396,NA,0.39627544735370757
0.16,72,NA,NA,-2.377309908559509,0.0020637907313003634,NA,0.3963080497862901
0.16,77,NA,NA,-2.3773097173148114,0.002206925456397224,NA,0.39633641914362183
0.16,82,NA,NA,-2.377309549392603,0.0023500363082555875,NA,0.3963613295958157
0.16,87,NA,NA,-2.37730940077177,0.0024931232928482316,NA,0.39638337738030494
0.16,92,NA,NA,-2.3773092683053547,0.0026361864161450477,NA,0.396403029143487
0.16,97,NA,NA,-2.3773091494952525,0.0027792256841141505,NA,0.39642065533417314
0.16,102,NA,NA,-2.3773090423331857,0.0029222411027218786,NA,0.3964365537771912
0.16,107,NA,NA,-2.3773089451862544,0.00306523267793235,NA,0.39645096663870705
0.16,112,NA,NA,-2.377308856713146,0.003208200415707907,NA,0.3964640928479968
0.16,117,NA,NA,-2.377308775801834,0.00335114432200867,NA,0.3964760973346553
0.16,122,NA,NA,-2.37730870152259,0.0034940644027932066,NA,0.3964871179946976
0.16,127,NA,NA,-2.3773086330921,0.003636960664017419,NA,0.39649727101136234
