delta,S,regime,n_zero_crossings,v_star
0.09,114,all_action,0,NA
0.09,116,all_action,0,NA
0.09,118,all_action,0,NA
0.09,120,all_action,0,NA
0.09,122,all_action,0,NA
0.09,124,all_action,0,NA
0.09,126,all_action,0,NA
0.09,128,all_action,0,NA
0.09,130,all_action,0,NA
0.09,132,all_action,0,NA
0.09,134,all_action,0,NA
0.09,136,all_action,0,NA
0.09,138,all_action,0,NA
0.09,140,all_action,0,NA
0.09,142,all_action,0,NA
0.09,144,all_action,0,NA
0.09,146,all_action,0,NA
0.09,148,all_action,0,NA
0.09,150,all_action,0,NA
0.09,152,all_action,0,NA
0.09,154,all_action,0,NA
0.09,156,all_action,0,NA
0.09,158,all_action,0,NA
0.09,160,all_action,0,NA
0.09,162,all_action,0,NA
0.09,164,all_action,0,NA
0.09,166,all_action,0,NA
0.09,168,all_action,0,NA
0.09,170,all_action,0,NA
0.09,172,all_action,0,NA
0.09,174,all_action,0,NA
0.09,176,all_action,0,NA
0.09,178,all_action,0,NA
0.09,180,all_action,0,NA
0.09,182,all_action,0,NA
0.09,184,all_action,0,NA
0.09,186,all_action,0,NA
0.09,188,all_action,0,NA
0.09,190,all_action,0,NA
0.09,192,all_action,0,NA
0.09,194,all_action,0,NA
0.09,196,all_action,0,NA
0.09,198,all_action,0,NA
0.09,200,all_action,0,NA
0.09999999999999999,2,screening,1,-9.850503115921466
0.09999999999999999,4,screening,1,-9.850731264216375
0.09999999999999999,6,screening,1,-9.850807294706225
0.09999999999999999,8,screening,1,-9.850845306400345
0.09999999999999999,10,screening,1,-9.850868112280658
0.09999999999999999,12,screening,1,-9.85088331572749
0.09999999999999999,14,screening,1,-9.85089417510052
0.09999999999999999,16,screening,1,-9.850902319503502
0.09999999999999999,18,screening,1,-9.850908653964021
0.09999999999999999,20,screening,1,-9.850913721485101
0.09999999999999999,22,screening,1,-9.85091786760742
0.09999999999999999,24,screening,1,-9.850921322687835
0.09999999999999999,26,screening,1,-9.850924246202142
0.09999999999999999,28,screening,1,-9.850926752060401
0.09999999999999999,30,screening,1,-9.850928923795903
0.09999999999999999,32,screening,1,-9.850930824058128
0.09999999999999999,34,screening,1,-9.850932500755178
0.09999999999999999,36,screening,1,-9.85093399114869
0.09999999999999999,38,screening,1,-9.85093532465559
0.09999999999999999,40,screening,1,-9.850936524809306
0.09999999999999999,42,screening,1,-9.850937610660637
0.09999999999999999,44,screening,1,-9.850938597796533
0.09999999999999999,46,screening,1,-9.850939499093133
0.09999999999999999,48,screening,1,-9.850940325280511
0.09999999999999999,50,screening,1,-9.850941085371913
0.09999999999999999,52,screening,1,-9.850941786993904
0.09999999999999999,54,screening,1,-9.850942436643177
0.09999999999999999,56,screening,1,-9.85094303988831
0.09999999999999999,58,screening,1,-9.850943601529798
0.09999999999999999,60,screening,1,-9.85094412572805
0.09999999999999999,62,screening,1,-9.850944616106654
0.09999999999999999,64,screening,1,-9.850945075836238
0.09999999999999999,66,screening,1,-9.850945507703106
0.09999999999999999,68,screening,1,-9.850945914165761
0.09999999999999999,70,screening,1,-9.850946297401732
0.09999999999999999,72,screening,1,-9.850946659346596
0.09999999999999999,74,screening,1,-9.850947001726674
0.09999999999999999,76,screening,1,-9.850947326086569
0.09999999999999999,78,screening,1,-9.850947633812465
0.09999999999999999,80,screening,1,-9.850947926151921
0.09999999999999999,82,screening,1,-9.850948204230791
0.09999999999999999,84,screening,1,-9.850948469067687
0.09999999999999999,86,screening,1,-9.850948721586484
0.09999999999999999,88,screening,1,-9.850948962627053
0.09999999999999999,90,screening,1,-9.850949192954623
0.09999999999999999,92,screening,1,-9.850949413267866
0.09999999999999999,94,screening,1,-9.850949624206004
0.09999999999999999,96,screening,1,-9.850949826354984
0.09999999999999999,98,screening,1,-9.850950020252924
0.09999999999999999,100,screening,1,-9.850950206394886
0.09999999999999999,102,screening,1,-9.850950385237113
0.09999999999999999,104,screening,1,-9.850950557200742
0.09999999999999999,106,screening,1,-9.850950722675131
0.09999999999999999,108,screening,1,-9.850950882020797
0.09999999999999999,110,screening,1,-9.850951035572034
0.09999999999999999,112,screening,1,-9.850951183639266
0.09999999999999999,114,screening,1,-9.850951326511119
0.09999999999999999,116,screening,1,-9.850951464456324
0.09999999999999999,118,screening,1,-9.850951597725393
0.09999999999999999,120,screening,1,-9.85095172655213
0.09999999999999999,122,screening,1,-9.850951851155015
0.09999999999999999,124,screening,1,-9.850951971738429
0.09999999999999999,126,screening,1,-9.850952088493775
0.09999999999999999,128,screening,1,-9.850952201600492
0.09999999999999999,130,screening,1,-9.850952311226987
0.09999999999999999,132,screening,1,-9.850952417531445
0.09999999999999999,134,screening,1,-9.850952520662618
0.09999999999999999,136,screening,1,-9.850952620760506
0.09999999999999999,138,screening,1,-9.85095271795699
0.09999999999999999,140,screening,1,-9.850952812376415
0.09999999999999999,142,screening,1,-9.850952904136125
0.09999999999999999,144,screening,1,-9.850952993346942
0.09999999999999999,146,screening,1,-9.850953080113614
0.09999999999999999,148,screening,1,-9.850953164535227
0.09999999999999999,150,screening,1,-9.850953246705588
0.09999999999999999,152,screening,1,-9.85095332671356
0.09999999999999999,154,screening,1,-9.850953404643391
0.09999999999999999,156,screening,1,-9.850953480575015
0.09999999999999999,158,screening,1,-9.85095355458431
0.09999999999999999,160,screening,1,-9.85095362674336
0.09999999999999999,162,screening,1,-9.850953697120701
0.09999999999999999,164,screening,1,-9.850953765781512
0.09999999999999999,166,screening,1,-9.850953832787837
0.09999999999999999,168,screening,1,-9.850953898198767
0.09999999999999999,170,screening,1,-9.85095396207061
0.09999999999999999,172,screening,1,-9.850954024457055
0.09999999999999999,174,screening,1,-9.850954085409324
0.09999999999999999,176,screening,1,-9.850954144976306
0.09999999999999999,178,screening,1,-9.850954203204699
0.09999999999999999,180,screening,1,-9.850954260139122
0.09999999999999999,182,screening,1,-9.850954315822236
0.09999999999999999,184,screening,1,-9.850954370294842
0.09999999999999999,186,screening,1,-9.850954423595988
0.09999999999999999,188,screening,1,-9.850954475763062
0.09999999999999999,190,screening,1,-9.85095452683188
0.09999999999999999,192,screening,1,-9.850954576836758
0.09999999999999999,194,screening,1,-9.850954625810603
0.09999999999999999,196,screening,1,-9.85095467378498
0.09999999999999999,198,screening,1,-9.850954720790172
0.09999999999999999,200,screening,1,-9.850954766855258
0.11,2,screening,1,-8.92609437705834
0.11,4,screening,1,-8.92661977424633
0.11,6,screening,1,-8.926794804973737
0.11,8,screening,1,-8.926882301283905
0.11,10,screening,1,-8.926934792974068
0.11,12,screening,1,-8.926969784894482
0.11,14,screening,1,-8.926994777879498
0.11,16,screening,1,-8.927013521938067
0.11,18,screening,1,-8.927028100247222
0.11,20,screening,1,-8.927039762640623
0.11,22,screening,1,-8.92704930443098
0.11,24,screening,1,-8.927057255807531
0.11,26,screening,1,-8.927063983813431
0.11,28,screening,1,-8.927069750615841
0.11,30,screening,1,-8.927074748466621
0.11,32,screening,1,-8.927079121552048
0.11,34,screening,1,-8.92708298013048
0.11,36,screening,1,-8.927086409957234
0.11,38,screening,1,-8.927089478733043
0.11,40,screening,1,-8.927092240617908
0.11,42,screening,1,-8.927094739455212
0.11,44,screening,1,-8.927097011116494
0.11,46,screening,1,-8.927099085234534
0.11,48,screening,1,-8.927100986503131
0.11,50,screening,1,-8.927102735664942
0.11,52,screening,1,-8.927104350271339
0.11,54,screening,1,-8.927105845273402
0.11,56,screening,1,-8.927107233486286
0.11,58,screening,1,-8.927108525957472
0.11,60,screening,1,-8.927109732261412
0.11,62,screening,1,-8.927110860737102
0.11,64,screening,1,-8.927111918681145
0.11,66,screening,1,-8.927112912505676
0.11,68,screening,1,-8.92711384786844
0.11,70,screening,1,-8.927114729780575
0.11,72,screening,1,-8.927115562696407
0.11,74,screening,1,-8.927116350588701
0.11,76,screening,1,-8.92711709701203
0.11,78,screening,1,-8.927117805156382
0.11,80,screening,1,-8.927118477892748
0.11,82,screening,1,-8.927119117812008
0.11,84,screening,1,-8.92711972725829
0.11,86,screening,1,-8.92712030835766
0.11,88,screening,1,-8.9271208630429
0.11,90,screening,1,-8.927121393074986
0.11,92,screening,1,-8.92712190006176
0.11,94,screening,1,-8.927122385474231
0.11,96,screening,1,-8.927122850660815
0.11,98,screening,1,-8.927123296859852
0.11,100,screening,1,-8.92712372521062
0.11,102,screening,1,-8.927124136763029
0.11,104,screening,1,-8.927124532486236
0.11,106,screening,1,-8.927124913276245
0.11,108,screening,1,-8.927125279962693
0.11,110,screening,1,-8.927125633314878
0.11,112,screening,1,-8.927125974047147
0.11,114,screening,1,-8.927126302823714
0.11,116,screening,1,-8.927126620262987
0.11,118,screening,1,-8.927126926941447
0.11,120,screening,1,-8.927127223397145
0.11,122,screening,1,-8.927127510132845
0.11,124,screening,1,-8.927127787618875
0.11,126,screening,1,-8.927128056295706
0.11,128,screening,1,-8.927128316576269
0.11,130,screening,1,-8.927128568848094
0.11,132,screening,1,-8.927128813475216
0.11,134,screening,1,-8.927129050799941
0.11,136,screening,1,-8.927129281144438
0.11,138,screening,1,-8.927129504812198
0.11,140,screening,1,-8.927129722089372
0.11,142,screening,1,-8.927129933245988
0.11,144,screening,1,-8.92713013853707
0.11,146,screening,1,-8.927130338203671
0.11,148,screening,1,-8.927130532473816
0.11,150,screening,1,-8.927130721563362
0.11,152,screening,1,-8.92713090567681
0.11,154,screening,1,-8.927131085008037
0.11,156,screening,1,-8.927131259740976
0.11,158,screening,1,-8.927131430050249
0.11,160,screening,1,-8.927131596101741
0.11,162,screening,1,-8.927131758053156
0.11,164,screening,1,-8.927131916054492
0.11,166,screening,1,-8.927132070248526
0.11,168,screening,1,-8.927132220771236
0.11,170,screening,1,-8.9271323677522
0.11,172,screening,1,-8.927132511314968
0.11,174,screening,1,-8.927132651577407
0.11,176,screening,1,-8.927132788652033
0.11,178,screening,1,-8.927132922646301
0.11,180,screening,1,-8.92713305366289
0.11,182,screening,1,-8.927133181799963
0.11,184,screening,1,-8.927133307151424
0.11,186,screening,1,-8.927133429807128
0.11,188,screening,1,-8.927133549853112
0.11,190,screening,1,-8.927133667371791
0.11,192,screening,1,-8.92713378244214
0.11,194,screening,1,-8.927133895139884
0.11,196,screening,1,-8.927134005537653
0.11,198,screening,1,-8.927134113705144
0.11,200,screening,1,-8.927134219709268
0.12,2,screening,1,-8.152870902176419
0.12,4,screening,1,-8.153913775598497
0.12,6,screening,1,-8.154261018108016
0.12,8,screening,1,-8.15443456780808
0.12,10,screening,1,-8.154538674738756
0.12,12,screening,1,-8.154608069823855
0.12,14,screening,1,-8.154657633072
0.12,16,screening,1,-8.154694802954548
0.12,18,screening,1,-8.154723711350075
0.12,20,screening,1,-8.154746837113278
0.12,22,screening,1,-8.15476575756206
0.12,24,screening,1,-8.154781524169465
0.12,26,screening,1,-8.154794864837337
0.12,28,screening,1,-8.154806299471076
0.12,30,screening,1,-8.154816209319408
0.12,32,screening,1,-8.154824880309059
0.12,34,screening,1,-8.154832531083345
0.12,36,screening,1,-8.154839331693738
0.12,38,screening,1,-8.154845416388289
0.12,40,screening,1,-8.154850892563225
0.12,42,screening,1,-8.154855847156746
0.12,44,screening,1,-8.15486035129892
0.12,46,screening,1,-8.154864463748481
0.12,48,screening,1,-8.15486823347037
0.12,50,screening,1,-8.15487170159462
0.12,52,screening,1,-8.154874902923163
0.12,54,screening,1,-8.154877867101781
0.12,56,screening,1,-8.1548806195408865
0.12,58,screening,1,-8.154883182145815
0.12,60,screening,1,-8.154885573901025
0.12,62,screening,1,-8.154887811341242
0.12,64,screening,1,-8.154889908934239
0.12,66,screening,1,-8.154891879394036
0.12,68,screening,1,-8.154893733938813
0.12,70,screening,1,-8.154895482504614
0.12,72,screening,1,-8.154897133923418
0.12,74,screening,1,-8.154898696072365
0.12,76,screening,1,-8.15490017599938
0.12,78,screening,1,-8.15490158002949
0.12,80,screening,1,-8.154902913855203
0.12,82,screening,1,-8.154904182613633
0.12,84,screening,1,-8.15490539095262
0.12,86,screening,1,-8.154906543087641
0.12,88,screening,1,-8.154907642850924
0.12,90,screening,1,-8.154908693734049
0.12,92,screening,1,-8.154909698924966
0.12,94,screening,1,-8.1549106613403
0.12,96,screening,1,-8.15491158365362
0.12,98,screening,1,-8.15491246832023
0.12,100,screening,1,-8.154913317599009
0.12,102,screening,1,-8.15491413357166
0.12,104,screening,1,-8.154914918159754
0.12,106,screening,1,-8.15491567313983
0.12,108,screening,1,-8.154916400156827
0.12,110,screening,1,-8.154917100736048
0.12,112,screening,1,-8.154917776293846
0.12,114,screening,1,-8.154918428147178
0.12,116,screening,1,-8.154919057522168
0.12,118,screening,1,-8.154919665561817
0.12,120,screening,1,-8.154920253332921
0.12,122,screening,1,-8.15492082183232
0.12,124,screening,1,-8.154921371992542
0.12,126,screening,1,-8.154921904686903
0.12,128,screening,1,-8.154922420734136
0.12,130,screening,1,-8.154922920902589
0.12,132,screening,1,-8.154923405914046
0.12,134,screening,1,-8.154923876447189
0.12,136,screening,1,-8.154924333140789
0.12,138,screening,1,-8.154924776596577
0.12,140,screening,1,-8.1549252073819
0.12,142,screening,1,-8.154925626032144
0.12,144,screening,1,-8.154926033052948
0.12,146,screening,1,-8.154926428922249
0.12,148,screening,1,-8.154926814092136
0.12,150,screening,1,-8.154927188990602
0.12,152,screening,1,-8.154927554023107
0.12,154,screening,1,-8.154927909574042
0.12,156,screening,1,-8.154928256008095
0.12,158,screening,1,-8.154928593671483
0.12,160,screening,1,-8.154928922893111
0.12,162,screening,1,-8.154929243985645
0.12,164,screening,1,-8.154929557246499
0.12,166,screening,1,-8.154929862958744
0.12,168,screening,1,-8.154930161391986
0.12,170,screening,1,-8.154930452803134
0.12,172,screening,1,-8.154930737437146
0.12,174,screening,1,-8.154931015527726
0.12,176,screening,1,-8.154931287297945
0.12,178,screening,1,-8.154931552960855
0.12,180,screening,1,-8.15493181272004
0.12,182,screening,1,-8.154932066770124
0.12,184,screening,1,-8.154932315297284
0.12,186,screening,1,-8.154932558479679
0.12,188,screening,1,-8.154932796487888
0.12,190,screening,1,-8.154933029485312
0.12,192,screening,1,-8.15493325762854
0.12,194,screening,1,-8.154933481067703
0.12,196,screening,1,-8.154933699946808
0.12,198,screening,1,-8.154933914404038
0.12,200,screening,1,-8.154934124572053
0.13,2,screening,1,-7.495626115332979
0.13,4,screening,1,-7.497498981199793
0.13,6,screening,1,-7.498121993688209
0.13,8,screening,1,-7.498433261031656
0.13,10,screening,1,-7.498619945037319
0.13,12,screening,1,-7.4987443692186595
0.13,14,screening,1,-7.498833228050886
0.13,16,screening,1,-7.498899863654428
0.13,18,screening,1,-7.498951686297394
0.13,20,screening,1,-7.498993141231385
0.13,22,screening,1,-7.499027056802069
0.13,24,screening,1,-7.499055318332197
0.13,26,screening,1,-7.499079230908315
0.13,28,screening,1,-7.499099726653379
0.13,30,screening,1,-7.499117489073387
0.13,32,screening,1,-7.499133030765071
0.13,34,screening,1,-7.499146743692397
0.13,36,screening,1,-7.499158932701385
0.13,38,screening,1,-7.499169838449575
0.13,40,screening,1,-7.499179653455619
0.13,42,screening,1,-7.499188533562592
0.13,44,screening,1,-7.499196606274512
0.13,46,screening,1,-7.499203976917826
0.13,48,screening,1,-7.499210733262333
0.13,50,screening,1,-7.499216949032934
0.13,52,screening,1,-7.499222686610904
0.13,54,screening,1,-7.499227999134795
0.13,56,screening,1,-7.4992329321511075
0.13,58,screening,1,-7.4992375249234
0.13,60,screening,1,-7.499241811479556
0.13,62,screening,1,-7.4992458214563245
0.13,64,screening,1,-7.499249580785513
0.13,66,screening,1,-7.499253112255381
0.13,68,screening,1,-7.49925643597298
0.13,70,screening,1,-7.499259569747208
0.13,72,screening,1,-7.499262529408027
0.13,74,screening,1,-7.499265329073912
0.13,76,screening,1,-7.499267981377065
0.13,78,screening,1,-7.499270497653965
0.13,80,screening,1,-7.49927288810737
0.13,82,screening,1,-7.499275161944566
0.13,84,screening,1,-7.499277327495886
0.13,86,screening,1,-7.499279392316704
0.13,88,screening,1,-7.4992813632754824
0.13,90,screening,1,-7.49928324663012
0.13,92,screening,1,-7.499285048094312
0.13,94,screening,1,-7.499286772895447
0.13,96,screening,1,-7.499288425825275
0.13,98,screening,1,-7.499290011284354
0.13,100,screening,1,-7.499291533321178
0.13,102,screening,1,-7.499292995666691
0.13,104,screening,1,-7.4992944017648275
0.13,106,screening,1,-7.499295754799585
0.13,108,screening,1,-7.499297057719096
0.13,110,screening,1,-7.499298313257071
0.13,112,screening,1,-7.499299523951949
0.13,114,screening,1,-7.499300692164017
0.13,116,screening,1,-7.49930182009078
0.13,118,screening,1,-7.499302909780748
0.13,120,screening,1,-7.499303963145859
0.13,122,screening,1,-7.499304981972673
0.13,124,screening,1,-7.499305967932479
0.13,126,screening,1,-7.499306922590447
0.13,128,screening,1,-7.499307847413925
0.13,130,screening,1,-7.4993087437799515
0.13,132,screening,1,-7.49930961298211
0.13,134,screening,1,-7.499310456236746
0.13,136,screening,1,-7.499311274688655
0.13,138,screening,1,-7.499312069416265
0.13,140,screening,1,-7.49931284143638
0.13,142,screening,1,-7.499313591708507
0.13,144,screening,1,-7.499314321138854
0.13,146,screening,1,-7.499315030583967
0.13,148,screening,1,-7.499315720854092
0.13,150,screening,1,-7.499316392716263
0.13,152,screening,1,-7.4993170468971355
0.13,154,screening,1,-7.499317684085618
0.13,156,screening,1,-7.499318304935294
0.13,158,screening,1,-7.499318910066646
0.13,160,screening,1,-7.499319500069133
0.13,162,screening,1,-7.499320075503106
0.13,164,screening,1,-7.499320636901578
0.13,166,screening,1,-7.499321184771876
0.13,168,screening,1,-7.499321719597169
0.13,170,screening,1,-7.499322241837879
0.13,172,screening,1,-7.4993227519330254
0.13,174,screening,1,-7.499323250301433
0.13,176,screening,1,-7.49932373734289
0.13,178,screening,1,-7.499324213439218
0.13,180,screening,1,-7.4993246789552686
0.13,182,screening,1,-7.49932513423985
0.13,184,screening,1,-7.499325579626611
0.13,186,screening,1,-7.499326015434846
0.13,188,screening,1,-7.499326441970262
0.13,190,screening,1,-7.499326859525698
0.13,192,screening,1,-7.499327268381783
0.13,194,screening,1,-7.4993276688075765
0.13,196,screening,1,-7.49932806106116
0.13,198,screening,1,-7.4993284453901845
0.13,200,screening,1,-7.499328822032392
0.14,2,screening,1,-6.929249041028563
0.14,4,screening,1,-6.932316714972879
0.14,6,screening,1,-6.933335985088485
0.14,8,screening,1,-6.933845005110565
0.14,10,screening,1,-6.93415022049616
0.14,12,screening,1,-6.934353615534202
0.14,14,screening,1,-6.934498857610329
0.14,16,screening,1,-6.934607767246191
0.14,18,screening,1,-6.934692461752635
0.14,20,screening,1,-6.934760209176369
0.14,22,screening,1,-6.934815633478067
0.14,24,screening,1,-6.934861816678038
0.14,26,screening,1,-6.934900892130431
0.14,28,screening,1,-6.934934383449412
0.14,30,screening,1,-6.934963407821247
0.14,32,screening,1,-6.93498880305134
0.14,34,screening,1,-6.935011209758412
0.14,36,screening,1,-6.935031126163279
0.14,38,screening,1,-6.935048945571506
0.14,40,screening,1,-6.935064982608545
0.14,42,screening,1,-6.935079491957416
0.14,44,screening,1,-6.935092681984968
0.14,46,screening,1,-6.935104724812725
0.14,48,screening,1,-6.935115763869522
0.14,50,screening,1,-6.935125919631144
0.14,52,screening,1,-6.9351352940352005
0.14,54,screening,1,-6.935143973914726
0.14,56,screening,1,-6.935152033695902
0.14,58,screening,1,-6.9351595375375155
0.14,60,screening,1,-6.935166541042475
0.14,62,screening,1,-6.935173092638001
0.14,64,screening,1,-6.935179234696996
0.14,66,screening,1,-6.935185004455506
0.14,68,screening,1,-6.935190434768238
0.14,70,screening,1,-6.93519555473456
0.14,72,screening,1,-6.9352003902201425
0.14,74,screening,1,-6.9352049642940035
0.14,76,screening,1,-6.935209297596534
0.14,78,screening,1,-6.935213408650898
0.14,80,screening,1,-6.935217314127721
0.14,82,screening,1,-6.935221029071037
0.14,84,screening,1,-6.935224567091943
0.14,86,screening,1,-6.935227940535252
0.14,88,screening,1,-6.9352311606233945
0.14,90,screening,1,-6.935234237581146
0.14,92,screening,1,-6.935237180744079
0.14,94,screening,1,-6.935239998653164
0.14,96,screening,1,-6.9352426991375555
0.14,98,screening,1,-6.935245289387227
0.14,100,screening,1,-6.9352477760169045
0.14,102,screening,1,-6.935250165122454
0.14,104,screening,1,-6.935252462330794
0.14,106,screening,1,-6.935254672844127
0.14,108,screening,1,-6.935256801479271
0.14,110,screening,1,-6.935258852702704
0.14,112,screening,1,-6.9352608306618375
0.14,114,screening,1,-6.935262739213014
0.14,116,screening,1,-6.935264581946601
0.14,118,screening,1,-6.935266362209529
0.14,120,screening,1,-6.935268083125581
0.14,122,screening,1,-6.935269747613688
0.14,124,screening,1,-6.935271358404448
0.14,126,screening,1,-6.935272918055071
0.14,128,screening,1,-6.935274428962935
0.14,130,screening,1,-6.935275893377871
0.14,132,screening,1,-6.935277313413349
0.14,134,screening,1,-6.935278691056652
